成立した２文字集合	成立した２文字単語	待ち候補文字数	待ち候補文字	成立する３文字集合	成立する３文字単語
いり	入り	12	だ せ で か の す ち け ま が え と	いだり いせり いでり いかり いのり いすり いちり いけり いまり いがり いえり いとり	代理 整理:理性 出入（でい）り いかり:怒（いか）り:理解 祈り 推理 一理 理系:経理 参り 利害 営利 鳥居
いれ	例:入れ:冷:礼	12	ず じ い か ひ お て ぎ し ぶ と き	いずれ いじれ いいれ いかれ いひれ いおれ いてれ いぎれ いしれ いぶれ いとれ いきれ	いずれ 事例:辞令 異例 加齢 比例 お礼 手入れ 礼儀 仕入れ:指令 無礼 トイレ 冷気
うし	牛	12	よ ど ぼ ゅ ろ す ょ ゆ こ つ ち と	うしよ うしど うしぼ うしゅ うしろ うしす うしょ うしゆ うこし うしつ うしち うしと	仕様:使用:容姿:用紙:私用 同士:始動:指導:私道 帽子:志望:死亡:脂肪:防止 周:週:集（しゅう） 後ろ 指数 商:小（しょう）:症:証:賞 有志:融資 公私:志向:思考:格子:試行:講師 写し 仕打ち 投資
うち	うち（中）:うち（内・中）:うち（家）:中（うち）:内（うち）:家（うち）:打ち	12	ゅ ょ ほ ね そ す み わ つ の し ん	うちゅ うちょ うちほ うちね うそち うすち うちみ うちわ うちつ うちの うしち うちん	中（ちゅう）:注 兆:庁:町（ちょう）:腸:長（ちょう） 地方（ちほう）:放置 値打ち 地層:装置 数値 身内（みうち） うちわ:内輪（うちわ） 通知 知能:農地 仕打ち うんち
えん	円:宴:縁（えん）	12	む ぎ ゆ き ど ち じ ほ ご し あ び	えむん えぎん えゆん えきん えどん えちん えじん えほん えごん えしん あえん えびん	無縁 演技:縁起 ゆえん［所以］ 延期 エンド 遅延 園児 絵本 援護 支援 亜鉛 鼻炎
おか	丘:顔:顔［嫌な〜をする］	12	げ す と ね ず し く り か つ な ん	おかげ おかす おかと おかね おかず おかし おかく おかり おかか おかつ おかな おかん	お陰 カオス 十日（とおか） お金 おかず お菓子 家屋 かおり（香・薫）:香り カカオ かつお おなか 悪寒
かた	型（かた）:形（かた）:方（かた）:肩	12	な ち ん さ め み し り ね い ゆ ら	かたな かたち かたん かさた かため かたみ かした かたり かたね いかた かたゆ かたら	かなた:田中 形（かたち） 加担:単価 固さ:硬さ:高さ 固め:高め 味方:味方・身方:見方:高み 仕方 語り 高値 他界:対価 浴衣（ゆかた） 宝
くさ	柵:策:草（くさ）	12	や が ひ か ら し も じ い ろ さ き	くさや がくさ くさひ かくさ くさら くさし くさも くさじ いくさ くさろ くささ きくさ	昨夜 差額 低さ 格差 暗さ:桜:落差 作詞:施策:試作 模索 自作 細工 黒さ 臭さ 草木（くさき）
くし	くし:くし（串）:串（くし）:駆使	12	み よ か ょ こ さ た ふ ら ゅ い は	くしみ くしよ かくし くしょ くこし くさし くした くしふ くしら くしゅ いくし くしは	仕組み 抑止 四角:死角:視覚:資格 職:食 四国:酷使 作詞:施策:試作 仕度（したく）:支度・仕度（したく）:支度（したく） 福祉:私服:至福 暮らし 祝（しゅく） 飼育 白紙（はくし）
した	下（した）:舌:足し	12	ゃ め ゅ あ ま て わ み か く ぎ つ	したゃ しため したゅ あした したま したて したわ したみ かした くした ぎした したつ	他社:他者 ためし:試し 多種 あした（明日）:あした（朝）:明日（あした） 真下 下手（したて） 私（わたし） 下見 仕方 仕度（したく）:支度・仕度（したく）:支度（したく） 下着 多湿
しと	とし（年・歳）:年（とし）:歳（とし）:都市	12	か ふ お こ ー ん ぶ ゅ っ ょ ご う	かしと しとふ おしと こしと しとー しとん しとぶ しとゅ しっと しとょ ごしと うしと	都市化 シフト 通し 今年（ことし） シート 都心 都市部 首都 嫉妬 図書 仕事 投資
つり	率:釣り	12	じ こ し く ま だ き も ぶ づ お う	じつり こつり しつり くつり つまり だつり きつり つもり つぶり つづり おつり うつり	自律:自立 孤立 市立（しりつ）:私立（しりつ） つくり（作・造）:作り:理屈:造り 祭り:詰まり 離脱 規律:規律・紀律:起立 積もり 物理 つづり お釣り 映り
いこ	こい:恋:故意	13	た ざ せ う て か け い と く ん め ぬ	いこた いこざ いこせ いうこ いこて いかこ いけこ いいこ いこと いくこ いこん いこめ いこぬ	個体:固体 在庫 個性 以降:好意:意向:移行:行為 固定 囲い 固形 いい子 いとこ 異国 コイン 濃いめ 子犬:小犬・子犬
いと	問い:意図:糸（いと）:糸（いと）［絃］	13	っ な さ ら ば こ く や せ か け り れ	いっと いとな いさと いとら いとば いこと いくと いとや いせと いかと いけと いとり いとれ	一途 ナイト:都内 サイト:サイト［ウェブ〜］ トライ:ライト バイト いとこ 得意 雇い 生徒 都会 時計:毛糸 鳥居 トイレ
いふ	不意	13	せ ざ ぜ ら け さ か へ め は く る な	いせふ いざふ いぜふ いふら いけふ いさふ いかふ いふへ いふめ いはふ いくふ いふる いなふ	不正:政府 不在 風情 フライ:ライフ 父兄（ふけい） 夫妻:負債:財布 不快 不平 不明 配布 衣服 ふるい ナイフ
いま	今（いま）:居間:枚（まい）	13	あ ど じ よ る し ご め す り み く や	あいま いどま いじま いまよ いまる いしま いごま いまめ いすま いまり いまみ いくま いまや	合間 毎度 毎時 毎夜:迷い マイル 姉妹（しまい） 迷子（まいご） めまい 住まい:睡魔:麻酔 参り 見舞い マイク 病（やまい）
いめ	名（めい）:命（めい）	13	じ ぬ ま よ ふ ぎ し か ち お き ぼ こ	いじめ いぬめ いまめ いめよ いふめ いぎめ いしめ いかめ いちめ いおめ いきめ いぼめ いこめ	いじめ:明治 縫い目 めまい 余命:名誉 不明 名義 使命:名刺:名詞:指名:氏名 仮名:名菓:銘菓 地名 汚名 明記:記名 名簿 濃いめ
うつ	痛（つう）:通（つう）:鬱（うつ）	13	ご ふ せ か き わ く て ち し ろ り ず	うごつ うつふ うせつ うかつ うきつ うつわ うくつ うつて うちつ うしつ うつろ うつり うずつ	都合 不通:普通 右折 通貨:通過 通気 器（うつわ）:通話 苦痛 打つ手 通知 写し 通路 映り 頭痛
かさ	かさ:傘:坂	13	ん な い さ た ふ く ね っ ば や ゆ え	かさん かさな いかさ かささ かさた かさふ かくさ かさね かさっ かさば かさや かさゆ えかさ	加算:参加:監査:酸化 さかな（肴）［酒の〜］:さなか（最中）:最中（さなか）:魚（さかな） 境（さかい）:火災 逆さ 固さ:硬さ:高さ 深さ 格差 重ね 作家 酒場 酒屋 かゆさ 栄（さか）え
かつ	カツ:活	13	せ う い ね し は ふ れ み ぶ じ も お	かせつ うかつ いかつ かつね かしつ かつは かつふ かつれ かつみ かつぶ かじつ かつも おかつ	仮設:仮説 通貨:通過 いつか:つかい（使・遣）:五日（いつか）:使い:追加 加熱 加湿:過失 二十日（はつか） 二日（ふつか） 疲れ つかみ 部活 果実:活字 貨物 かつお
きり	切り:切り［〜がない］:切り［〜をつける］:力（りき）:霧	13	じ た せ ん し ょ ば の つ ま み れ え	きじり きたり きせり きりん きしり きょり きばり きのり きつり きまり きみり きりれ えきり	自力 他力 離席 臨機:金利 仕切り 距離 馬力（ばりき） 乗り気 規律:規律・紀律:起立 決まり 切り身:見切り 履歴 利益
しゅ	種（しゅ）:酒（しゅ）	13	き た ひ ほ ん う い ふ か と し く み	きしゅ したゅ しひゅ しほゅ しゅん うしゅ いしゅ しふゅ かしゅ しとゅ ししゅ くしゅ しみゅ	機種 多種 守秘 保守 旬（しゅん） 周:週:集（しゅう） 首位 主婦 歌手 首都 主旨:趣旨 祝（しゅく） 趣味
だん	暖:段	13	う れ ふ ち ね さ し な ゆ よ す あ む	うだん だれん だふん だちん だねん さだん しだん だなん だゆん だよん すだん あだん だむん	ダウン 連打 普段 団地 値段 段差 打診:男子（だんし） 旦那 油断 余談 ダンス 安打 無断
まん	万	13	ほ ま き み に ご ふ が じ ろ め さ ひ	ほまん ままん きまん まみん にまん ごまん ふまん がまん じまん まろん まめん さまん ひまん	ほんま まんま［その〜］ 満期 未満 二万（にまん） 五万 不満 我慢:漫画 自慢 マロン:ロマン メンマ さんま 肥満
めん	綿（めん）:面（めん）:麺	13	り ば じ ろ し が ご せ ず く も ま か	めりん ばめん じめん めろん しめん がめん ごめん せめん ずめん くめん めもん まめん かめん	裏面 場面 地面 メロン:路面 紙面 画面 御免:御免［もう〜だ］ 目線 メンズ:図面 工面 木綿 メンマ 仮面
いじ	意地:維持	14	た れ る け ち て ま め か ん あ え す せ	いじた いじれ いじる いけじ いじち いじて いじま いじめ いかじ いじん あいじ いえじ いじす いじせ	事態:自体:辞退:退治 事例:辞令 類似 掲示 一時（いちじ） 定時:提示 毎時 いじめ:明治 次回:開示 寺院 自愛 英字 炊事:自炊 政治
うり	売り	14	ゆ ょ と ば て の ど ご そ こ よ ぞ つ ね	うゆり うょり うとり うばり うてり うのり うどり うごり うそり うこり うより うぞり うつり うねり	有利:理由 両:料:良:量 離島 売り場 売り手 脳裏 道理 合理 理想 小売り 利用 草履 映り うねり
きく	菊	14	う た こ い ろ ゃ ょ は お そ や か っ さ	うきく きくた きくこ いきく きくろ きくゃ きくょ きくは おきく きくそ きくや かきく きくっ きくさ	空気 帰宅 帰国 区域 記録 客:脚 局:曲 気迫 記憶 規則 規約 企画:規格 キック 草木（くさき）
きつ	付き:月（つき）	14	し あ づ う ひ じ ま せ れ よ ね り い ぜ	きしつ あきつ きつづ うきつ きつひ きじつ きつま きせつ きつれ きつよ きつね きつり いきつ きぜつ	気質 気圧 続き 通気 月日（つきひ） 期日 期末 季節 亀裂 強気 きつね:寝付き 規律:規律・紀律:起立 追記 気絶
くり	くり:陸（りく）	14	だ ん あ ゃ つ す ょ お く か ぎ そ ば も	くだり くりん あくり くゃり くつり くすり くょり おくり くくり かくり ぎくり くそり くばり くもり	くだり（件）:下（くだ）り リンク クリア 略 つくり（作・造）:作り:理屈:造り リスク:薬（くすり） 力（りょく） 送り くくり 隔離 区切り:区切り・句切り 利息 配り 曇り
てん	天（てん）:点	14	ほ り い ぷ か き じ せ し ぽ た く ぐ う	てほん てりん いてん てぷん かてん きてん じてん せてん してん てぽん たてん くてん ぐてん うてん	手本:補填 利点 移転:転移 添付:添付・添附 天下:添加:点火:転嫁 天気:機転:起点:転機 事典:展示:時点:辞典 先手 天使:始点:支店:支点:視点 テンポ:店舗 他店 句点 軍手 雨天
にん	人（にん）	14	ふ き ま ね た ぷ ほ い ち ご じ む か ひ	にふん きにん にまん にねん たにん にぷん にほん いにん ちにん ごにん じにん にむん かにん にひん	赴任 人気:任期 二万（にまん） 二年 他人 妊婦 日本（にほん） 任意:委任 認知 誤認 辞任 任務 認可 否認
いが	外（がい）:害:街（がい）	15	ん た ち し い や ね く か え ひ う そ り む	いがん いがた いがち いがし いいが いがや いがね いがく いかが いえが いがひ いうが いがそ いがり いがむ	因果 互い 違い 外資:市外:市街 以外 外野 願い 医学 外貨:絵画 映画 被害 うがい 疎外 利害 無害
いつ	いつ:対（つい）	15	か で び ゆ つ く そ あ ど ね さ け き ぶ た	いかつ いつで いつび いつゆ いつつ いくつ いそつ あいつ いつど いつね いさつ いけつ いきつ いつぶ いたつ	いつか:つかい（使・遣）:五日（いつか）:使い:追加 ついで いびつ 唯一（ゆいつ） 五つ いくつ そいつ あいつ:威圧 ドイツ:集い 熱意 殺意 決意 追記 異物 タイツ
うす	数（すう）	15	よ ち し ど こ き た て で め は じ ぎ も ま	うすよ うすち うしす うすど うこす うきす うすた うすて うすで うすめ うすは うじす うぎす うすも うすま	様子 数値 指数 度数 個数 奇数 多数 手数（てすう）:手薄 薄手 薄め ハウス:端数 数字 薄着 相撲 マウス
うゆ	優:夕:有（ゆう）	15	り こ が じ べ い さ よ し き ほ ん そ と ひ	うゆり うこゆ うがゆ うじゆ うべゆ いうゆ うさゆ うゆよ うしゆ うきゆ うほゆ うゆん うそゆ うとゆ うひゆ	有利:理由 固有 優雅 自由 夕べ 優位 左右 余裕 有志:融資 勇気 保有 運輸 輸送 灯油 夕日
おん	恩:音（おん）	15	ほ ど き な し け ぎ ち ぼ で わ せ い ね か	おほん おどん おきん おなん おしん おけん おぎん おちん おぼん おでん おわん おせん いおん おねん おかん	保温 温度:音頭 気温 女（おんな） 恩師 嫌悪 恩義 音痴:音痴［機械〜・方向〜］ お盆 おでん おわん 汚染 イオン ネオン 悪寒
かり	仮:借り:狩り	15	わ ゆ え く ぎ ば あ か い は た ん ざ ひ お	かりわ かゆり えかり かくり かぎり かばり あかり かかり いかり かはり かたり かりん かざり かひり おかり	かわり（代・替）:代わり:分かり:変わり:替わり ゆかり 帰り:返り 隔離 限り ばかり［した〜］ ありか:明かり 係り:係（かかり） いかり:怒（いか）り:理解 はかり（計・量・測）:測り:計り 語り 管理 飾り 光（ひかり） かおり（香・薫）:香り
きて	敵（てき）:滴（てき）	15	め ど む ん い さ か き ぬ お し が す び っ	きてめ きてど きてむ きてん いきて きさて かきて ききて きてぬ おきて きして がきて きすて きてび きって	決め手 適度 無敵 天気:機転:起点:転機 定期:規定 手先 書き手 利き手:聞き手 手抜き おきて 指摘 手書き 手すき［お〜の時に］ 手引き 切手
くら	くら（倉・蔵）:楽（らく）	15	い す ん お さ ぼ ぶ べ だ し ご げ ま っ じ	いくら くすら くらん おくら くさら くぼら くぶら くべら くだら くしら くごら くげら くまら くっら くじら	いくら:イクラ:位（くらい） クラス ランク お蔵 暗さ:桜:落差 僕ら クラブ 比べ 堕落 暮らし 娯楽 くらげ:下落 まくら ラック 鯨
こん	紺	15	き や ど ご び な じ ぶ も と み い あ は ー	きこん こやん こどん こごん こびん こなん こじん こぶん こもん ことん こみん いこん あこん こはん こんー	今期:既婚:根気:金庫 今夜 今度 今後 コンビ 何個 個人:故人 子分:文庫:昆布（こんぶ） 顧問 コント 未婚 コイン あんこ 判子 コーン
ふん	分（ふん）	15	し べ に だ き じ け み あ ま う た せ と か	しふん ふべん にふん だふん きふん じふん けふん ふみん あふん ふまん うふん たふん せふん とふん かふん	不信:不審:不振 不便 赴任 普段 ふきん:付近:付近・附近:奮起 夫人:婦人 府県 不眠 不安 不満 不運 負担 付箋 布団 噴火:花粉
ぶん	分（ぶん）:分（ぶん）［五〜の一］:文（ぶん）	15	も き な り や た よ せ い か こ ほ く み ひ	ぶもん きぶん なぶん ぶりん ぶやん たぶん ぶよん せぶん いぶん かぶん こぶん ぶほん くぶん ぶみん ひぶん	部門 分岐:気分 南部:無難 分離 分野:夜分 多分 余分 セブン 部員 幹部:文化 子分:文庫:昆布（こんぶ） 本部 区分 身分 部品
うど	同（どう）:胴:道（どう）:銅（どう）	16	き か い し さ こ よ す の と り わ ん ろ ほ ふ	うきど うかど いうど うしど うさど うこど うどよ うすど うどの うとど うどり うどわ うどん うどろ うどほ うどふ	動機:同期:機動:起動 可動:稼働:稼働・稼動:稼動 同意:異動:移動 同士:始動:指導:私道 作動:動作 鼓動 土曜 度数 濃度 糖度 道理 童話 うどん 道路 歩道 風土
かし	しか:歌詞:歯科:菓子:貸し	16	け と い え す つ ん ょ む く れ ゅ た ら お や	かけし かしと いかし えかし かしす かしつ かしん かしょ かしむ かくし かしれ かしゅ かした かしら おかし かしや	仕掛け 都市化 司会:歯科医:視界:開始 返し 透かし 加湿:過失 干支:監視:進化:過信 初夏（しょか）:箇所 昔 四角:死角:視覚:資格 彼氏 歌手 仕方 からし:頭（かしら） お菓子 貸家
かな	中（なか）:仮名:仲	16	に ん み び よ ば さ た の ま い だ ふ ぐ せ お	かなに かなん かなみ かなび かなよ かなば かさな かたな かなの かなま いかな かだな かなふ かぐな かせな おかな	何（なに）か 何（なん）か 中身:中身・中味 中日（なかび） 夜中（よなか） 半ば さかな（肴）［酒の〜］:さなか（最中）:最中（さなか）:魚（さかな） かなた:田中 七日（なのか） 仲間 内科:田舎（いなか） カナダ 不仲 金具 背中 おなか
かみ	上（かみ）:神（かみ）:紙（かみ）:髪	16	ん け な こ き ふ ぢ っ た く ゆ つ あ す が ら	かみん かけみ かなみ かこみ かきみ かふみ かぢみ かっみ かたみ かくみ かみゆ かつみ あかみ かすみ かがみ かみら	みかん:仮眠:未完:民家 見掛け 中身:中身・中味 囲み 上期（かみき） 深み 身近 三日（みっか） 味方:味方・身方:見方:高み 味覚 かゆみ つかみ 赤身 住みか 鏡（かがみ） 辛み
けん	件:券:圏:権:県	16	じ き ふ せ ね お い し さ か ほ む り は ぽ み	けじん きけん けふん けせん けねん おけん いけん けしん けさん かけん けほん けむん けりん けはん けぽん けみん	事件 危険:棄権 府県 世間 懸念 嫌悪 意見 試験 検査 けんか 保健:保険 兼務 権利 派遣 健保 眉間
ねん	年（ねん）	16	か き ど し だ は ぴ に よ む け ほ が り お ざ	かねん きねん どねん しねん だねん ねはん ねぴん にねん ねよん ねむん けねん ねほん がねん ねりん おねん ざねん	可燃 年季:年期:記念 年度 年始 値段 半値 燃費 二年 四年 無念 懸念 本音 年賀 年利 ネオン 捻挫
はん	半:班	16	も ぱ ら そ た き い へ ね で ひ さ ご け し こ	はもん はぱん はらん そはん たはん きはん いはん はへん ねはん ではん はひん さはん ごはん けはん しはん こはん	模範 半端 波乱:波瀾・波乱 破損 破綻 半期 範囲:違反 破片 半値 ハンデ 批判 破産 御飯（ごはん） 派遣 市販 判子
ほん	本（ほん）	16	ま み て き ぞ お ば に や ぶ い ね え け か し	ほまん ほみん てほん きほん ぞほん おほん ばほん にほん ほやん ぶほん いほん ねほん えほん けほん かほん しほん	ほんま 見本 手本:補填 基本 保存 保温 本場 日本（にほん） 本屋 本部 本意 本音 絵本 保健:保険 保管 資本
うき	右記:雨季:雨期・雨季	17	ゅ ど ほ く ょ の ご つ こ そ と す ゆ ぼ よ ぞ え	うきゅ うきど うきほ うきく うきょ うきの うきご うきつ うきこ うきそ うきと うきす うきゆ うきぼ うきよ うきぞ うえき	九（きゅう）:急:旧（きゅう）:球（きゅう）:級 動機:同期:機動:起動 ほうき:放棄 空気 今日（きょう）:凶:強 昨日（きのう）:機能:納期 動き:記号 通気 好機:後期:気候 早期 冬期:陶器 奇数 勇気 希望 容器:起用:陽気 寄贈 植木（うえき）
うふ	封:風（ふう）	17	わ つ の か さ ふ こ ほ く ん よ そ も と み う ど	うふわ うつふ うのふ うかふ うさふ うふふ うこふ うふほ うくふ うふん うふよ うそふ うふも うとふ うふみ ううふ うどふ	和風 不通:普通 不能:納付 風化 封鎖 夫婦 不幸:古風:工夫 抱負 工夫 不運 不用:不要:扶養 送付 不毛:毛布 豆腐 風味 風雨 風土
たん	単	17	は ー と き か ぶ い に さ う て ご ふ ぽ じ ぼ く	たはん たんー たとん きたん かたん たぶん いたん たにん さたん うたん たてん ごたん たふん たぽん じたん たぼん くたん	破綻 ターン 途端 短期:短気 加担:単価 多分 単位 他人 サンタ タウン 他店 単語 負担 担保 時短［労働時間短縮］ ぼたん:ボタン タンク
あい	愛	18	だ ぐ に で ま ば た ぶ つ て き く じ そ ず し ら す	あいだ あいぐ あいに あいで あいま あいば あいた あいぶ あいつ あいて あいき あいく あいじ あいそ あいず あいし あいら あいす	間（あいだ） 具合 似合い 出会い 合間 場合 価（あたい）:値（あたい） 歩合 あいつ:威圧 相手 気合い 悪意 自愛 愛想（あいそ） 合図 試合 洗い アイス
いさ	才:際（さい）	18	へ ご と か ど ず た ん ぶ ふ つ て き く ひ そ む や	いさへ いごさ いさと いかさ いさど いさず いさた いさん いさぶ いさふ いさつ いさて いきさ いくさ いさひ いさそ いさむ いさや	閉鎖 最後 サイト:サイト［ウェブ〜］ 境（さかい）:火災 サイド サイズ 多彩:多才:最多:痛さ サイン:遺産 細部 夫妻:負債:財布 殺意 査定 記載 細工 被災 誘（さそ）い 債務 野菜
うそ	うそ:うそ［…しなければ〜だ］:層	18	ご い よ き ち む さ か り ぎ ば と ゆ ふ じ び ぐ こ	うごそ いうそ うそよ うきそ うそち うそむ うさそ うかそ うそり うぎそ うそば うそと うそゆ うそふ うじそ うそび うぐそ うこそ	相互 相違:総意 予想:要素 早期 地層:装置 総務 捜査:操作 仮想:仮装 理想 葬儀 相場 塗装 輸送 送付 掃除 装備 装具 倉庫
うと	党:当:投:棟（とう）:等（とう）:糖	18	よ だ り ひ き げ じ ほ ぶ ど さ あ お し そ ゆ ふ む	うとよ うだと うとり うとひ うきと うげと うじと うとほ うとぶ うとど うさと あうと うおと うしと うそと うとゆ うとふ うとむ	与党:投与:用途 妥当 離島 逃避 冬期:陶器 峠 当時 途方 東部:頭部 糖度 佐藤:砂糖 アウト 嘔吐（おうと） 投資 塗装 灯油 豆腐 無糖
うほ	方（ほう）:法（ほう）	18	た こ ち き と い ふ ま さ じ ひ ご よ も が び ゆ ど	うたほ うこほ うちほ うきほ うとほ いうほ うふほ うほま うさほ うじほ うひほ うごほ うほよ うほも うがほ うびほ うほゆ うどほ	他方 候補:歩行 地方（ちほう）:放置 ほうき:放棄 途方 方位:違法 抱負 魔法 作法 時報 悲報 誤報 予報:保養 模倣 邦画 褒美 保有 歩道
せん	千:戦:栓:線	18	て ご ど ぶ ち ぞ む け す よ ろ し め く ふ お か い	せてん ごせん せどん せぶん せちん せぞん せむん けせん すせん せよん せろん しせん せめん くせん せふん おせん かせん いせん	先手 五千:戦後 鮮度 セブン センチ 先祖 専務:無線 世間 センス:扇子 予選 世論（せろん）:線路:路線 視線 目線 苦戦 付箋 汚染 河川 繊維
きし	四季:岸:式	19	ゅ そ つ ょ ん り ち い げ わ て ず れ ぎ し や ざ っ け	きしゅ きしそ きしつ きしょ きしん きしり きしち いきし きげし きしわ きして きしず きしれ きぎし きしし きしや きざし きしっ きけし	機種 組織:色素 気質 初期:死去 新規:禁止:資金:近視 仕切り 敷地:知識 意識 刺激 和式 指摘 図式 歴史 儀式 色紙（しきし） 屋敷 座敷 湿気（しっき） 景色
いけ	形（けい）:池:系:計（けい）	20	き は じ か い ゆ ろ び ず こ ど ふ や ん つ り ご ひ と ち	いきけ いけは いけじ いかけ いいけ いけゆ いけろ いけび いけず いけこ いけど いけふ いけや いけん いけつ いけり いけご いけひ いけと いけち	景気 気配 掲示 家計:経過 敬意:経緯 経由 経路:経路・径路:色気 美形:警備 図形 固形 軽度 父兄（ふけい） 夜景:嫌気（いやけ） 意見 決意 理系:経理 敬語 経費 時計:毛糸 地形（ちけい）
さん	三:三・参（さん）:三（さん）:産	20	じ れ か ち だ い た ろ し け ご は ぽ ぴ よ ど み そ ま わ	さじん されん かさん さちん さだん いさん さたん さろん さしん けさん ごさん さはん さぽん さぴん さよん さどん さみん さそん さまん さわん	惨事:持参 連鎖 加算:参加:監査:酸化 産地 段差 サイン:遺産 サンタ サロン 審査:資産 検査 誤算 破産 散歩 賛否 予算 サンド［ハム〜］ 酸味 酸素 さんま 左腕
いち	一:一・壱（いち）:一（いち）:位置:地位:壱（いち）	21	っ が は じ ど や い た せ き ぶ ん ば り め か だ け へ ご の	いちっ いがち いちは いじち いちど いちや いいち いたち いせち いきち いちぶ いちん いちば いちり いちめ いかち いだち いけち いちへ いごち いちの	一致 違い 配置 一時（いちじ） 一度 一夜（いちや） 一位 地帯:遅滞 生地:知性:聖地 地域 一部 インチ 市場（いちば） 一理 地名 誓い 大地 地形（ちけい） 平地 いちご 命（いのち）
いし	医師:意志:意思:石（いし）	22	ん は だ か て せ ゅ な が ま ゃ き め ば あ え れ く や へ ざ わ	いしん いしは いしだ いかし いして いしせ いしゅ いしな いがし いしま いしゃ いきし いしめ いしば あいし いえし いしれ いくし いしや いしへ いざし いしわ	印紙:死因 廃止:支配 次第:私大 司会:歯科医:視界:開始 停止:指定 制止:姿勢:生死（せいし）:静止 首位 市内 外資:市外:市街 姉妹（しまい） 医者 意識 使命:名刺:名詞:指名:氏名 芝居 試合 市営 仕入れ:指令 飼育 いやし 紙幣 資材 いわし
しつ	室（しつ）:質	22	り ほ そ し き が ま は か ど せ て こ さ う け ぶ ゃ ー じ わ た	しつり しつほ しそつ ししつ きしつ がしつ しつま しつは かしつ しつど しせつ しつて こしつ さしつ うしつ けしつ しつぶ しつゃ しつー しじつ しつわ したつ	市立（しりつ）:私立（しりつ） 保湿 素質 脂質:資質 気質 四月:画質 始末 始発 加湿:過失 湿度 施設 私鉄 個室:固執（こしつ） 視察 写し しつけ 私物:部室 シャツ シーツ 自室 和室 多湿
いき	息（いき）:意気:生き:行（い）き	24	ん た せ は け ら き か て っ ち く な し あ へ め さ つ ひ ざ ろ れ び	いきん いきた いきせ いきは いきけ いきら いきき いかき いきて いきっ いきち いきく いきな いきし あいき いきへ いきめ いきさ いきつ いきひ いきざ いきろ いきれ いきび	起因 待機:期待:気体 世紀:帰省:既製:正規:移籍:規制:遺跡 廃棄 景気 嫌い:嫌い［〜がある］:来期 行（い）き来 機会:機械 定期:規定 一気 地域 区域 機内 意識 気合い 兵器:平気 明記:記名 記載 追記 ひいき 機材 黄色（きいろ） 冷気 いびき
いく	悔い	24	ら ど き つ か ぞ と だ こ あ よ ご が ず さ す た ほ し ふ や ん ま ば	いくら いくど いきく いくつ いかく いくぞ いくと いくだ いくこ あいく いくよ いくご いがく いくず いくさ いくす いくた いくほ いくし いくふ いくや いくん いくま いくば	いくら:イクラ:位（くらい） 幾度（いくど） 区域 いくつ 各位 遺族 得意 大工 異国 悪意 意欲 極意 医学 クイズ 細工 すくい:救い 委託 保育 飼育 衣服 医薬 インク マイク バイク
かく	核:格	24	う ひ は り そ ち ん し く ど さ ぶ じ い ぞ み ご が も き ぎ ほ か お	うかく かくひ かくは かくり かくそ かくち かくん かくし かくく かくど かくさ かくぶ かくじ いかく かくぞ かくみ かくご かがく かくも かきく かぎく かくほ かかく おかく	架空 比較 破格 隔離 加速 各地:知覚:近く 区間 四角:死角:視覚:資格 区画 角度 格差 各部 各自:自覚 各位 家族 味覚 覚悟 化学（かがく）:科学 科目:課目 企画:規格 閣議 確保 価格 家屋
いた	タイ:体（たい）:対（たい）:板（いた）	25	じ こ ぷ が ひ き む み ち ぶ あ さ ん せ で ど わ ほ く か よ る や つ い	いじた いこた いたぷ いがた いたひ いきた いたむ いたみ いたち いたぶ あいた いさた いたん いせた いたで いたど いたわ いたほ いくた いかた いたよ いたる いたや いたつ いいた	事態:自体:辞退:退治 個体:固体 タイプ 互い 対比:退避:額（ひたい） 待機:期待:気体 タイム いたみ（痛・傷・悼）:いたみ（痛・傷）:いた（傷）み:傷み:傷（いた）み:痛み 地帯:遅滞 舞台 価（あたい）:値（あたい） 多彩:多才:最多:痛さ 単位 世帯 痛手 態度 対話 逮捕 委託 他界:対価 貸与 タイル タイヤ:屋台 タイツ 体位
うこ	行（こう）	26	じ ほ か む ご ず ゆ い ど ひ だ き ざ さ す ぶ し ふ ぼ び ぎ よ り せ そ ぐ	うこじ うこほ うかこ うこむ うこご うこず うこゆ いうこ うこど うこひ うこだ うきこ うこざ うこさ うこす うこぶ うこし うこふ うこぼ うこび うぎこ うこよ うこり うこせ うこそ うぐこ	事項:工事:時効 候補:歩行 下降:加工:効果:硬貨:高価 向こう:無効 交互 構図 固有 以降:好意:意向:移行:行為 鼓動 飛行 蛇行 好機:後期:気候 口座:講座 交差 個数 後部 公私:志向:思考:格子:試行:講師 不幸:古風:工夫 公募:母校 交尾:備考 抗議 雇用 小売り 施工（せこう） 倉庫 工具
うよ	曜:様（よう）:用:要	26	さ と も す し そ ぼ び か ど た ゆ じ ぎ い み ご ほ が き こ ふ む ひ り ぐ	うさよ うとよ うもよ うすよ うしよ うそよ うぼよ うびよ うかよ うどよ うたよ うゆよ うじよ うぎよ いうよ うみよ うごよ うほよ うがよ うきよ うこよ うふよ うむよ うひよ うより うぐよ	作用 与党:投与:用途 模様 様子 仕様:使用:容姿:用紙:私用 予想:要素 予防 曜日:美容 八日（ようか）:火曜 土曜 多用 余裕 ようじ:幼児（ようじ）:用事 容疑 用意 見よう 用語:養護 予報:保養 洋画 容器:起用:陽気 雇用 不用:不要:扶養 無用 費用 利用 用具
