４文字集合	可能な４文字単語
かけこみ	駆け込み
かけこむ	駆け込む
かけさん	掛け算
かけしな	悲しげ
かけしる	仕掛ける
かけすた	駆け出す
かけすつ	ガス欠
かけすて	掛け捨て
かけする	けがする
かけせみ	見せ掛け
かけたつ	片付け
かけたて	立て掛け
かけたは	ばかげた
かけちま	勝ち負け
かけちも	掛け持ち
かけつふ	不可欠
かけつん	完結:月刊:月間:欠陥:簡潔:血管
かけてる	出掛ける:手掛ける
かけてん	手加減
かけとひ	人影
かけにん	けが人
かけのみ	髪の毛
かけひよ	呼び掛け
かけひん	火加減
かけみよ	読みかけ
かけみる	見掛ける
かけやり	やりかけ
かけゆん	湯加滅
かけよる	駆け寄る
かけるれ	汚（けが）れる
かけんん	玄関:還元
かここの	九日（ここのか）
かこさそ	がさごそ
かこしち	勝ち越し
かこしま	ごまかし
かこしら	木枯らし
かこしん	看護士:看護師
かこすち	勝ち越す
かこすま	ごまかす
かこすろ	転がす
かこたと	かたこと
かこたの	この方（かた）
かこたり	肩凝り
かこたわ	声高
かこちろ	近ごろ
かことら	事柄
かことろ	ところが:どころか
かこなや	和やか
かこなよ	横長
かこなろ	中ごろ
かこにや	にこやか
かこのん	この間（かん）
かこふん	看護婦
かこほま	かまぼこ
かこまや	細やか
かこみる	コミカル
かこられ	これから
かこりわ	怖がり
かこるろ	転がる
かこるわ	怖がる
かこれれ	かれこれ
かささま	逆さま
かささや	ささやか
かさしす	静かさ
かさしそ	さぞかし
かさしな	悲しさ
かさしん	資産家
かさすす	すかさず
かさすひ	日が差す
かさすま	魔が差す
かさする	授かる
かさすわ	騒がす
かさたふ	かさぶた
かさたゆ	豊かさ
かさたん	残高
かさちみ	坂道
かさつん	三月:合算:観察
かさつー	サッカー
かさてね	重ねて
かさなに	煮魚（にざかな）
かさなや	魚屋（さかなや）
かさなら	さながら
かさなり	重なり
かさなる	重なる
かさねり	値下がり
かさねる	重ねる
かさはる	かさばる
かさふる	ふさがる
かさふん	不参加
かさまみ	神様
かさむり	寒がり
かさむる	寒がる
かさやわ	さわやか
かさわん	わんさか
かさんん	換算
かしした	貸し出し
かししん	人事課
かしすた	貸し出す
かしすと	都市ガス
かしすな	品数
かしたた	したたか
かしたに	確かに［〜その通りだ］
かしたは	高橋
かしたや	駄菓子屋
かしたわ	下側
かしたん	新型
かしちつ	七月
かしちや	茶菓子
かしつゆ	出荷
かしつり	がっしり:しっかり:しっかり［〜者］
かしつん	元日:実感:疾患:質感
かしてみ	手短
かしてめ	デジカメ
かしてん	電子化
かしなみ	悲しみ
かしなむ	悲しむ
かしなや	しなやか
かしなよ	仲よし
かしにわ	西側
かしぬふ	株主
かしのみ	見逃し
かしのよ	彼女
かしはん	菓子パン
かしひや	冷やかし
かしふよ	夜更かし
かしほる	欲しがる
かしほん	資本家
かしまん	マガジン
かしみめ	短め
かしむや	しゃがむ
かしめる	しかめる
かしやん	患者:感謝
かしゆわ	湯沸かし
かしゆん	主観
かしゆー	シュガー
かしるん	感じる
かしんん	感心:肝心:関心
かしんー	シンガー
かすすみ	見透かす
かすたみ	片隅
かすたる	助かる
かすたん	かすんだ
かすちら	散らかす
かすつて	手付かず
かすつと	すかっと［〜切る］:すかっと［〜晴れる］
かすつり	すっかり
かすてら	ですから:カステラ
かすとー	スカート
かすなら	必ず
かすにわ	わずかに
かすのみ	見逃す
かすひや	冷やかす
かすひる	美化する
かすふる	付加する:付加・附加する
かすほや	ぼやかす
かすまり	カリスマ
かすまわ	構わず
かすみや	速やか
かすみら	自ら
かすみる	加味する
かすやら	やらかす:安らか
かすゆる	揺るがす
かするれ	かすれる
かするん	感ずる:関する
かせちつ	せっかち
かせつつ	滑舌
かせつん	間接:関節
かせてま	出任せ
かせとん	セカンド
かせなは	鼻風邪
かせねる	寝かせる
かせふる	かぶせる:カプセル
かせまる	任せる
かせるわ	沸かせる
かせんん	完全:感染:感染［コンピューターの〜］:洗顔:観戦
かそてな	長そで
かそとわ	外側
かそのほ	その外
かそのん	その間（かん）
かそみり	かみそり
かそられ	それから
かそりん	ガソリン
かたたち	立ち方
かたちち	父方
かたちつ	違った
かたちみ	片道
かたつひ	光った
かたつま	曲がった
かたつわ	変わった
かたつー	カッター
かたてな	縦長
かたてま	片手間
かたとな	どなたか
かたとる	ドル高
かたなひ	ひな型:ひな形:長旅
かたなん	なんだか:何だか
かたはは	母方
かたふる	高ぶる
かたまや	山形
かたまり	塊（かたまり）:塊（かたまり）［欲の〜］:高まり
かたまる	またがる:丸形:固まる:高まる
かたみよ	読み方
かためる	固める:高める
かためん	片面
かたやり	やり方
かたゆん	ゆがんだ
かたより	偏り
かたよる	偏る:夜型
かたりわ	割高
かたんん	かんたん:元旦:寒暖:簡単
かちちみ	近道
かちつて	地下鉄
かちつは	八月
かちつや	着火（ちゃっか）
かちつり	がっちり
かちてる	血が出る
かちとら	どちらか:土地柄
かちとる	勝ち取る
かちなま	町中
かちなも	長持ち
かちねも	金持ち
かちはん	ハンカチ
かちほや	かぼちゃ
かちよる	近寄る
かちらる	散らかる
かつつは	活発
かつつふ	復活
かつてみ	手づかみ:身勝手
かつてむ	向かって［〜右］
かつとら	からっと
かつとん	カツどん:豚カツ
かつなり	つながり
かつなる	つながる
かつなん	何月
かつにん	日刊
かつのま	つかの間
かつのる	乗っかる
かつふる	ぶつかる:カップル
かつふん	分割
かつへん	別館
かつほら	空っぽ
かつほり	ぽっかり
かつまる	捕まる
かつみる	見付かる
かつめん	缶詰め
かつより	強がり
かつよる	強がる
かつらん	楽観
かつるれ	疲れる
かつろー	ロッカー
かてなも	中でも
かてむん	無添加
かてめる	芽が出る
かてんん	寒天:観点:転換
かてんー	カーテン
かとなに	何かと
かとなん	何とか
かとはる	はかどる
かとはー	パトカー
かとひら	人柄
かとまわ	窓側
かとめる	とがめる
かとりわ	若鶏（わかどり）
かとんん	鈍感
かなねん	長年:長年・永年
かなのよ	世の中
かなはや	華やか
かなはら	花柄
かなはり	名ばかり
かなひゆ	中指
かなひら	平仮名
かなひー	カーナビ
かなふり	振り仮名
かなまよ	真夜中
かなまん	真ん中
かなみよ	読み仮名
かなみり	雷（かみなり）
かなめら	滑らか
かなめる	眺める
かならん	何らか
かなるれ	流れる:流れる［計画が〜］
かなんん	難関
かにまろ	マカロニ
かにもり	仮にも
かぬみる	ぬかるみ
かぬよら	よからぬ
かねはり	針金
かねはる	値が張る
かねんん	元年:年間:念願:観念
かのふみ	がぶ飲み
かのもり	借り物
かのもわ	若者
かのるれ	逃れる
かはみり	張り紙
かはやれ	晴れやか
かはりん	頑張り
かはるれ	はがれる
かはるん	頑張る
かはんん	反感:看板
かはんー	ハンガー
かひやや	冷ややか
かひりろ	広がり
かひりわ	日替わり
かひるれ	引かれる
かひるろ	広がる
かひんん	敏感
かふふる	古株
かふまり	深まり
かふまる	深まる
かふめる	深める
かふらり	空振り
かふらる	カラフル
かふりれ	レプリカ
かへんん	勘弁:変換:返還
かままわ	わがまま
かまやろ	まろやか
かまらる	絡まる
かみんん	民間
かむらり	群がり
かむらる	群がる
かめゆる	ゆがめる
かめらる	絡める
かめりわ	変わり目
かめれわ	分かれ目:別れ目:別れ目・分かれ目
かめんん	顔面
かやゆる	緩やか
かやらわ	やわらか（柔・軟）:柔らか:軟らか
かよりん	旅館
かりろー	カロリー
かりわん	割り勘
かるれわ	分かれる:別れる
かるろー	ローカル
かれんん	関連
かわんん	湾岸
きききみ	右利き
ききくや	聞き役
ききけて	劇的
ききけわ	聞き分け
ききこみ	聞き込み
ききささ	ぎざぎざ
ききさゆ	先き行き:行（ゆ）き先
ききしし	ぎしぎし
ききしよ	挙式
ききすす	ぎすぎす:ずきずき
ききすた	聞き出す
ききすて	出来過ぎ:出来過ぎ［〜の話］
ききすや	すき焼き
ききすゆ	行（ゆ）き過ぎ
ききすり	切り傷
ききそて	基礎的
ききたむ	北向き
ききつつ	次次
ききつひ	引き継ぎ
ききては	てきぱき
ききとと	どきどき
ききとり	聞き取り
ききとる	聞き取る
ききぬひ	引き抜き
ききぬり	切り抜き
ききはは	はきはき
ききひわ	引き際
ききふん	寄付金
ききむむ	むきむき
ききめめ	めきめき
ききよん	金魚
ききらら	きらきら
ききりり	ぎりぎり
きくけも	目撃
きくこせ	国籍
きくこや	顧客（こきゃく）
きくさち	口先
きくさゆ	行（ゆ）く先
きくさり	力作
きくしひ	くじ引き
きくしろ	議事録
きくすち	傷口
きくすつ	傷付く
きくする	危惧する
きくせそ	即席
きくせち	蓄積
きくそふ	不規則
きくそん	金属
きくたち	北口
きくたつ	抱き付く
きくちり	切り口
きくつな	泣き付く
きくつひ	引き継ぐ
きくつや	焼き付く
きくつり	くっきり
きくつろ	くつろぎ
きくつー	クッキー
きくても	目的
きくとの	気の毒
きくとめ	ときめく
きくとよ	極度
きくにひ	ひき肉
きくにや	焼き肉:逆に
きくにゆ	雪国（ゆきぐに）
きくにん	筋肉
きくぬひ	引き抜く
きくぬり	切り抜く
きくはよ	破局
きくはり	気配り
きくはん	緊迫
きくまや	客間
きくまれ	気まぐれ
きくめら	きらめく
きくもゆ	雲行き
きくより	気力
きけけん	激減
きけこつ	焦げ付き
きけこん	御機嫌
きけさす	酒好き
きけさひ	引き下げ
きけすふ	吹き消す
きけすや	激安
きけせつ	欠席
きけたん	劇団
きけつと	激突:突撃
きけつゆ	行（ゆ）きつけ
きけつん	原付き:欠勤
きけとゆ	雪解け
きけなみ	右投げ
きけにる	逃げ切る
きけぬふ	吹き抜け
きけはん	反撃
きけひわ	引き分け
きけふん	不機嫌
きけへん	激変:激変・劇変
きけむん	無期限
きけよん	謙虚
きけんん	厳禁:現金:金券
きここむ	小麦粉
きこさみ	小刻み
きこしと	仕事着
きこしな	着こなし
きこしめ	メキシコ
きこすな	着こなす
きこすね	猫好き
きこせむ	せき込む
きこそね	根こそぎ
きこたみ	炊き込み
きこたむ	炊き込む
きこたや	たこ焼き
きこつと	月ごと
きこつの	この次
きこつむ	つぎ込む
きこてと	出来事
きことな	泣き言
きこひみ	引き込み
きこひむ	引き込む
きこふむ	吹き込む［風が〜・うわさを〜］
きこふり	ごきぶり
きこまみ	巻き込み
きこまむ	巻き込む
きこむめ	決め込む
きこむよ	横向き
きこよる	横切る
きこよん	根拠
きこりれ	これきり
きささや	ささやき
きさしひ	差し引き
きさすた	咲き出す
きさする	過ぎ去る
きさせみ	店先
きさせん	山積
きさたひ	旅先
きさつま	つま先:真っ先
きさつん	殺菌
きさとほ	先ほど
きさとり	先取り
きさにわ	庭先
きさはる	春先
きさひゆ	指先
きさひん	引き算
きさむら	むらさき:紫
きさめわ	ざわめき
きさんん	残金
きしした	下敷き
きししよ	書式
きしすま	巻きずし
きしする	指揮する
きしせつ	実積:実績
きしせよ	書籍
きしせん	親戚
きしたて	適した
きしたひ	引き出し
きしたみ	右下
きしたむ	むき出し:下向き
きしたる	出し切る
きしつと	年月（としつき）
きしつひ	直筆（じきひつ）
きしつゆ	技術:記述
きしつよ	食器
きしつり	ぎっしり
きしつん	近日
きしてむ	事務的
きしなむ	泣き虫
きしなれ	品切れ
きしにむ	西向き
きしにり	しきりに
きしにん	認識
きしねん	年式
きしのも	敷物
きしはみ	右端（みぎはし）
きしはら	気晴らし
きしはり	歯ぎしり
きしはれ	切れ端
きしはん	四半期:自販機
きしひめ	引き締め
きしまめ	生まじめ
きしむや	無邪気:蒸し焼き
きしめや	焼き飯
きしめり	締め切り:閉め切り
きしめる	締め切る:閉め切る
きしめん	面識
きしもん	疑問視
きしやや	華奢（きゃしゃ）
きしゆん	基準:禁酒:規準
きしよよ	除去
きしよん	巨人:新居:近所:除菌
きしりん	人力（じんりき）
きしるん	禁じる
きしんん	親近
きすすり	擦り傷
きすする	キスする
きすせわ	世話好き
きすたつ	つ（注）ぎ足す:注（つ）ぎ足す:突き出す:継ぎ足す
きすたな	泣き出す
きすたぬ	抜き出す
きすたひ	引き出す
きすたふ	吹き出す
きすたへ	食べ過ぎ
きすたり	切り出す:切り出す［話を〜］
きすつま	つまずき
きすつり	すっきり:すっきり［〜としたワイン］
きすてと	テキスト
きすてり	切り捨て
きすてる	出過ぎる:適する
きすてん	天気図
きすてー	ステーキ
きすとや	キャスト
きすにる	気にする
きすねる	寝過ぎる
きすのみ	飲み過ぎ
きすのも	物好き
きすはる	破棄する
きすひる	引きずる:昼過ぎ
きすふる	古傷:寄付する:寄付・寄附する
きすまら	紛らす
きすめや	気休め
きすやら	安らぎ
きすやり	やり過ぎ
きすよる	予期する:良過ぎる
きせせつ	積雪
きせつて	適切
きせつよ	拒絶
きせつり	力説
きせつん	接近
きせとわ	瀬戸際
きせにん	責任
きせひよ	引き寄せ
きせひん	線引き
きせふん	分析
きせまん	満席
きせめん	赤面:面積
きせよん	選挙:鮮魚
きせれん	歴然
きせんん	金銭
きそとの	その時
きそとむ	外向き
きそはや	焼きそば
きそりれ	それきり
きたたて	炊きたて
きたたま	瞬き
きたちる	断ち切る
きたちれ	ちぎれた
きたつと	気取った
きたつひ	引き立つ
きたつま	竜巻
きたつや	脚立
きたつわ	沸き立つ:際立つ
きたてて	出来たて
きたてひ	引き立て
きたてや	焼きたて
きたとま	時たま
きたねま	玉ねぎ:種まき
きたはま	まばたき
きたはら	働き
きたひむ	ひたむき
きたふや	焼き豚
きたふり	切り札
きたふん	普段着
きちつや	キャッチ
きちつり	きっちり
きちつん	キッチン
きちてり	地理的
きちとん	きちんと
きちひみ	導き
きちみわ	わき道
きちむや	麦茶
きちもや	焼きもち
きちよん	ちょきん:貯金
きちるれ	ちぎれる
きちんん	賃金
きつつて	手続き
きつつへ	月別
きつてひ	匹敵
きつてま	決まって
きつてよ	撤去
きつてり	てっきり
きつとひ	ひとつき
きつとゆ	ぎゅっと:梅雨時
きつとよ	ぎょっと:特許
きつとり	どっきり:取り次ぎ
きつなみ	月並み
きつにの	二の次
きつはゆ	初雪
きつはり	きっぱり:はっきり
きつはん	罰金
きつひる	引きつる
きつふや	つぶやき:キャップ:ギャップ
きつふん	腹筋
きつへや	キャベツ
きつほり	ぽっきり
きつまん	満喫
きつみや	病み付き
きつめり	つめ切り［〜ばさみ］:めっきり
きつらー	ラッキー
きててん	天敵:点滴
きてとほ	手ほどき
きてなん	難敵
きてにん	適任
きてはれ	できれば
きてふわ	不手際
きてめわ	極めて
きてめん	てきめん
きてやり	照り焼き
きてやん	電気屋
きてよん	拠点:転居
きてるわ	わき出る
きてわん	電話機
きととひ	一時（ひととき）
きとなん	何時（なんどき）
きとぬる	抜き取る
きとひり	とびきり:取り引き:引き取り
きとひる	引き取る:昼時
きとふり	着太り
きとふる	ふき取る
きとまわ	窓際
きとみり	黄緑
きとめり	取り決め
きとやら	どら焼き
きとやり	焼き鳥
きとらり	きらりと
きとりり	切り取り
きとりる	切り取る
きとるれ	とぎれる
きとれん	筋トレ
きなにる	気になる
きなのみ	軒並み
きなひー	ビギナー
きなふん	ナプキン
きなみる	みなぎる
きなむや	泣きやむ
きなゆり	成り行き
きにふん	不人気
きねひん	記念日
きねよん	去年
きねんん	年金:近年
きのはも	履き物
きのまり	のり巻き
きのもや	焼き物
きのやり	焼きのり
きのりる	乗り切る
きはまら	ばらまき
きはらわ	わき腹
きはりる	張り切る
きひみら	見開き
きひむや	冷や麦
きひめら	ひらめき
きひりわ	割引
きひんん	金品
きふみり	踏切
きふみる	踏み切る
きふやん	キャンプ
きふりる	振り切る
きふりん	踏ん切り
きふれー	ブレーキ
きへんん	ペンギン:勤勉:近辺:返金
きまやる	丸焼き
きまるれ	紛れる
きまるわ	極まる
きみめわ	見極め
きみより	読み切り
きみよる	読み切る
きめよる	清める
きめよん	免許
きめるわ	きわめる（窮・極・究）:極める
きもりり	切り盛り
きりるわ	割り切る
きりんん	近隣
くくここ	ごくごく
くくこは	告白
くくこふ	克服
くくささ	さくさく:ざくざく
くくさし	ジグザグ
くくさと	得策
くくすす	ぐずぐず:ぐずぐず［〜言う］:すくすく
くくせち	口癖
くくそそ	ぞくぞく
くくそや	約束
くくたた	くたくた:ぐたぐた
くくちち	ちくちく
くくちは	ちぐはぐ
くくつつ	くっつく:ぐつぐつ:つくづく
くくつら	ぐらつく
くくつり	クリック
くくつろ	くつろぐ
くくとと	くどくど:独特
くくなな	泣く泣く
くくなま	くまなく
くくなも	苦もなく
くくぬぬ	ぬくぬく
くくはむ	育む
くくひひ	びくびく
くくほほ	ほくほく
くくほり	北陸
くくみわ	枠組み
くくもも	もくもく:もぐもぐ
くくゆゆ	行く行く（ゆくゆく）
くくよよ	くよくよ:よくよく
くくらら	くらくら:ぐらぐら
くくるる	くるくる:ぐるぐる
くくれれ	くれぐれ
くくわわ	わくわく
くくんん	ぐんぐん
くけこつ	焦げ付く
くけさせ	酒癖（さけくせ）
くけさつ	傑作
くけさり	繰り下げ
くけさん	削減:原作:検索
くけしる	くじける
くけそつ	結束
くけそん	原則:減速
くけたる	砕ける
くけちは	はけ口
くけちひ	口ひげ
くけちん	建築
くけつは	潔白
くけつよ	翌月
くけふん	復元:復原・復元
くけまみ	負け組
くけやよ	厄よけ
くけやん	倹約
くここほ	母国語
くこさん	国産:残酷
くこしよ	酷暑:食後
くこしり	繰り越し
くこしん	深刻:申告
くこすり	繰り越す
くこせん	全国
くこそつ	即刻
くこちみ	口コミ
くこちよ	直後
くこつほ	北国
くこつみ	コミック
くこつも	穀物
くこつり	国立
くこてん	天国
くこほん	本国
くこみみ	組み込み
くこみむ	組み込む
くこみん	国民
くこわん	困惑
くささと	どさくさ
くささや	ささやく
くさされ	ささくれ
くさしつ	昨日（さくじつ）
くさしひ	久しく:差し引く
くさしま	正しく
くさしや	作者
くさしよ	削除
くさしる	苦しさ
くさしん	新作
くさすま	すぐさま
くさすら	腐らす
くさせん	作戦:前作
くさそつ	早速
くさそに	即座に
くさたつ	腐った
くさたる	下さる
くさたん	たくさん:たくさん［もう〜だ］:三択:短冊
くさつと	ぐさっと
くさつふ	複雑
くさつも	作物（さくもつ）
くさつら	落札
くさつり	ざっくり
くさつわ	ざわつく
くさてり	手探り
くさとん	特産
くさなは	草花
くさなめ	慰め
くさねん	昨年
くさはん	昨晩
くさひん	作品
くさふん	作文
くさむら	草むら
くさめわ	ざわめく
くさよら	夜桜
くしした	親しく
くししゆ	自粛
くししよ	試食:食事
くししり	しくじり
くしすひ	首筋
くしすゆ	熟す
くしすん	ジンクス
くしせー	セクシー
くしそつ	即日:失速
くしそよ	所属
くしそり	退く
くしそん	促進:親族:迅速
くしたち	口出し
くしたつ	靴下
くしたわ	私（わたくし）
くしたー	タクシー
くしちや	借地:蛇口:試着
くしちゆ	熟知
くしちよ	直視
くしちん	新築
くしつみ	染みつく
くしつよ	ショック:浴室:翌日
くしつり	しっくり:じっくり
くしとひ	等しく
くしとや	厄年:読者
くしとゆ	取得:特殊
くしとよ	所得:翌年（よくとし）:読書
くしとん	人徳:独身
くしにま	島国
くしにみ	憎しみ
くしにん	肉親
くしはも	もしくは
くしはや	はしゃぐ
くしはゆ	拍手
くしはよ	職場
くしはら	しばらく
くしひや	微弱
くしひよ	食費
くしふや	複写
くしふゆ	叔父
くしほろ	黒星
くしほん	親睦
くしみや	くしゃみ
くしみゆ	未熟
くしみる	苦しみ
くしむよ	無職:無色:職務
くしむる	苦しむ
くしもゆ	樹木
くしやや	役者
くしやゆ	主役
くしやよ	夜食:役所
くしやん	躍進
くしより	磁力:視力:離職
くしよろ	よろしく
くしよわ	和食
くしよー	ジョーク
くしるん	シングル
くしろろ	白黒（しろくろ）
くすそつ	ソックス
くすそる	属する
くすたみ	見下す
くすたれ	優れた
くすたん	くすんだ
くすつて	出尽くす
くすつと	ストック
くすつな	スナック
くすつへ	スペック
くすつほ	ボックス
くすつま	つまずく:まっすぐ:まっすぐ［〜な心］:ｍａｘ．［マックス］
くすつみ	ミックス:住み着く
くすつり	ぐっすり
くすつる	ルックス:屈する
くすつれ	靴擦れ
くすてれ	優れて
くすてわ	出くわす
くすとる	得する
くすなめ	少なめ
くすなる	なくする
くすのも	くもの巣
くすふる	くすぶる
くすめり	目薬
くすやら	安らぐ
くすやり	略す:薬屋
くすやる	訳する
くすよる	よくする
くするれ	優れる:崩れる
くするわ	狂わす
くするー	スクール
くせそつ	接続
くせそん	専属
くせたん	洗濯:選択
くせつと	毒舌:特設:説得
くせつや	節約
くせとれ	セレクト
くせとん	独占
くせはら	セクハラ
くせはん	漠然
くせもん	目前
くせやん	先約
くせらん	落選
くせるわ	食わせる
くそそん	存続
くそたつ	速達
くそたへ	下手くそ
くそつは	罰則
くそつり	そっくり
くそとん	損得
くそねふ	寝不足
くそはん	反則
くそへん	変則:続編
くそまん	満足:満足［〜にできない］
くそみん	民族
くそめん	側面
くそれん	連続
くたちの	立ちのく
くたちへ	口下手
くたちほ	僕たち
くたちむ	無駄口
くたちめ	ため口
くたつへ	べたつく
くたつま	全く
くたつも	もたつく:曇った
くたつや	役立つ
くたつら	脱落
くたつり	ぐったり
くたてみ	くみたて:組み立て
くたてん	電卓:電卓［電子式卓上計算機］
くたとん	単独:独断
くたとー	ドクター
くたにふ	豚肉
くたによ	よく似た
くたのも	果物
くたはは	羽ばたく
くたはら	働く:働く［引力が〜］:働く［機械が〜］:働く［盗みを〜・無礼を〜］:働く［知恵が〜］
くたはる	くたばる
くたはん	淡泊:爆弾
くたひれ	くたびれ
くたひん	ダビング
くたみら	たくらみ
くたむら	たくらむ
くたらん	グラタン:段落:落胆
くたんん	軍団
くちちや	着地
くちちよ	貯蓄
くちつや	チャック
くちつら	クラッチ
くちとひ	一口（ひとくち）
くちとま	窓口
くちとめ	口止め
くちとも	口もと
くちのみ	飲み口
くちはや	早口
くちひみ	導く
くちひる	唇
くちふや	付着
くちもん	沈黙
くちやり	やり口
くちるわ	悪口（わるくち）
くちわん	ワクチン
くつつは	発掘
くつてり	手作り
くつとな	納得
くつとに	とっくに
くつとひ	トピック:必読:飛び付く
くつとへ	べとつく:特別
くつとほ	ほっとく
くつとも	基づく
くつとら	くらっと:トラック
くつとり	取り付く:取り次ぐ:独立
くつとる	くるっと
くつとん	特訓
くつなふ	夏服
くつには	パニック
くつにみ	身に付く
くつにめ	目に付く
くつにや	にやつく
くつにり	荷造り
くつぬら	貫く:貫く［信念を〜］
くつねは	白熱:粘つく
くつのり	乗り継ぐ
くつはは	爆発:白髪（はくはつ）
くつはり	張り付く
くつはん	抜群
くつひも	靴ひも
くつひり	びっくり
くつふや	つぶやく:薬物
くつふよ	物欲
くつふら	ふっくら:ふらつく:ふらつく［街を〜］:ふらつく［足が〜］:ふらつく［足場が〜］:ブラック
くつふり	クリップ:立腹
くつふろ	ブロック
くつへり	へ理屈
くつほめ	撲滅
くつまら	真っ暗
くつまろ	真っ黒
くつゆり	ゆっくり:リュック
くててゆ	出て行く
くててる	出て来る
くてとん	得点:特典
くてふろ	手袋
くてらん	楽天:転落
くてるれ	…てくれる
くとなほ	程なく
くとなん	難読
くとにり	鳥肉
くとはん	特番
くとまり	取り巻く
くとみよ	読み解く
くとみり	取り組み
くとむり	取り組む
くとより	努力
くとよん	貪欲
くとらん	トランク
くとりる	ぐるりと
くとりん	ドリンク
くとれー	グレード
くななる	なくなる:亡くなる
くななん	難なく
くなにる	苦になる
くなへる	なるべく
くなまも	まもなく
くなよる	よくなる
くにはら	ばら肉
くにひや	二百（にひゃく）
くにまん	肉まん
くにもん	黙認
くにゆー	ユニーク
くぬもる	ぬくもる
くぬやり	やり抜く
くねよん	翌年（よくねん）
くはふん	反復
くはまら	ばらまく
くはまり	はまぐり
くはまる	歯車
くはみん	番組
くはもや	早くも
くはより	欲張り
くはよる	欲張る
くはりー	パリーグ［パ］
くはるれ	はぐれる
くひめら	ひらめく
くひもん	品目
くひやん	薬品
くひより	微力
くひりわ	割り引く
くひりん	リビング
くふふゆ	冬服
くふまん	満腹
くふみら	膨らみ
くふむら	膨らむ
くふむり	振り向く
くふめる	含める
くふらん	ブランク
くふるれ	膨れる
くふるー	グループ
くふれー	クレープ
くへらる	比べる
くほやん	翻訳
くほるれ	ほぐれる
くほんー	クーポン
くみもや	やみくも
くみやら	暗やみ
くみより	魅力
くみらる	ミラクル
くむもろ	もくろむ
くむより	無力
くむりー	クリーム
くむれー	クレーム
くめよろ	よろめく
くめりー	リメーク
くめるれ	めくれる
くやらわ	和らぐ
くやりり	やり繰り
くやりわ	役割
くよより	余力
くられん	連絡
くりんー	グリーン
くるわわ	加わる
くれんん	訓練
くれんー	クレーン
けけすす	ずけずけ
けけつん	献血
けけんん	権限
けこしつ	こじつけ
けこしに	逃げ腰
けこしむ	消しゴム
けこたは	下駄箱
けこたれ	これだけ
けこつん	今月:結婚
けことむ	溶け込む
けこるろ	転げる
けこんん	根源（こんげん）
けささる	ささげる
けさしす	静けさ
けさしひ	寂しげ
けさしる	消し去る
けさする	授ける
けさたふ	ふざけた
けさたま	妨げ
けさつん	決算
けさとり	取り下げ
けさにる	逃げ去る
けさふる	ふざける:ふざける［〜な］
けさほり	掘り下げ
けしした	親しげ
けしたの	楽しげ
けしたら	白けた［〜ムード］
けしつて	決して
けしつめ	締め付け
けしつよ	欠如
けしつる	しつける
けしつん	堅実:失言:実現:実験:決心:現実
けしとふ	消し飛ぶ
けしとり	取り消し
けしにん	二次元
けしはま	励まし
けしはる	はじける
けしむよ	虫よけ
けしむる	仕向ける
けしやん	車検
けしゆん	下旬:厳守:受検:受験
けしよん	初見:助言:所見
けしらる	白ける
けしるわ	仕分ける
けしんん	人権:検診:真剣:震源
けすたつ	付け足す
けすたて	手助け
けすたと	溶け出す
けすたな	投げ出す
けすたに	逃げ出す
けすたぬ	抜け出す
けすたる	助ける
けすつと	助っ人
けすつる	決する
けすてな	投げ捨て
けすとは	け飛ばす
けすとり	取り消す
けすとー	スケート
けすはま	励ます
けすりる	下痢する
けするー	スケール
けすんん	原寸
けせつん	先月:前月:建設:決戦:石鹸
けせんん	健全:先見:宣言
けそたれ	それだけ
けそつつ	即決
けそつり	げっそり
けそつん	欠損
けそのる	のけぞる
けそひり	ひげそり
けそんん	謙遜
けたたら	だらけた
けたつん	団結:決断
けたとほ	とぼけた
けたとも	だけども
けたとれ	だけれど:どれだけ
けたにや	にやけた
けたひら	開（ひら）けた
けたほや	ぼやけた
けたらる	だらける
けたんん	探検・探険:断言
けちつと	チケット
けちつほ	ちっぽけ
けちにみ	逃げ道
けちぬみ	抜け道
けつつぬ	筒抜け
けつつね	熱血
けつつふ	ぶっつけ［〜からつまずく］:ぶっつけ［〜の作業］
けつつま	月末（げつまつ）:結末
けつつる	続ける
けつつれ	決裂
けつてん	欠点
けつとほ	ポケット
けつとら	ラケット
けつとり	取り付け
けつなる	つなげる:名付ける
けつねん	年月（ねんげつ）
けつのも	漬け物
けつはん	判決:原発:発券:発見:発言
けつひん	必見:貧血
けつふる	ぶつける
けつふん	物件:現物:見物（けんぶつ）
けつへん	別件
けつまん	満月
けつみる	見付ける
けつみん	厳密
けつめん	幻滅
けつもり	盛り付け
けつりん	県立
けつろん	結論
けてとと	届け出（で）
けてぬる	抜け出る
けてみや	手土産
けてんん	原点:減点:点検:電源
けととる	届ける
けとほる	とぼける:ほどける
けともれ	けれども
けとりわ	取り分け
けとるろ	とろける
けなまる	丸投げ:怠ける
けなやり	投げやり
けなりん	げんなり
けにやる	にやける
けにんん	人間:兼任
けねはり	粘り気
けねほる	寝ぼける
けのはも	化け物
けのるろ	のろける
けはふる	省ける
けはらる	ばらける
けはんん	半減
けはんー	バーゲン
けひらる	開（ひら）ける
けひるろ	広げる
けひんん	現品
けふやる	破ける
けふりわ	振り分け
けふるー	ケーブル
けふんん	原文
けへんん	偏見
けほやる	ぼやける
けほんん	原本:本件
けみるわ	見分ける
けみんん	県民
けもんん	門限
けよりん	旅券
けよるろ	よろける
