３文字集合	可能な３文字単語
はふろ	ふろ場
はふー	ハーフ:ハーブ
はへま	浜辺
はへん	破片
はほん	本場
はまら	まばら
はまる	はまる
はまれ	晴れ間
はまー	パーマ
はみる	見張る
はめや	はやめ（早・速）:早め:速め
はめる	はめる:はめる［手袋を〜・ボタンを〜・指輪を〜］
はめん	場面
はもや	もはや
はもる	ハモる
はもん	模範
はやり	はやり:やはり
はやる	はやる
はやん	パン屋:野蛮
はらん	波乱:波瀾・波乱
はりん	リンパ
はるれ	はれる［顔が〜］:ばれる:晴れる
はれん	連覇
はれー	レバー
はわー	パワー
ひひる	びびる
ひひん	備品
ひふん	部品
ひふー	ビーフ
ひへん	便秘
ひへー	ヘビー:ベビー
ひまる	昼間（ひるま）:真昼
ひまろ	広間
ひまん	肥満
ひむる	ひるむ
ひめろ	広め
ひゆわ	指輪
ひより	旅費
ひよわ	ひ弱
ひるわ	わびる
ひるー	ビール
ひろー	ロビー
ふふふ	ふふふ
ふふん	部分
ふへん	不便:不変
ふほろ	滅ぶ
ふほん	ポンプ:分母:本部
ふまゆ	真冬
ふまり	フリマ
ふまん	不満
ふみり	身振り
ふみん	不眠:身分
ふむー	ブーム
ふもん	部門
ふやる	破る:破る［宿敵を〜・記録を〜］:破る［約束を〜］
ふやれ	破れ
ふやん	分野:夜分
ふよん	余分
ふらり	ふらり:ぶらり
ふらん	プラン:ランプ
ふりわ	ふわり
ふりん	プリン:分離
ふりー	フリー
ふるれ	ふれる:ぶれる:振れる:触れる
ふるー	ブルー:プール:ループ
ふれー	プレー
ふろー	ロープ
へらる	ラベル
へりろ	ぺろり
へりん	便利:利便
へるれ	レベル
ほまん	ほんま
ほみん	見本
ほむー	ホーム
ほめる	褒める
ほやん	本屋
ほりろ	ぽろり
ほりん	リボン
ほるー	ホール:ボール:ポール
ままん	まんま［その〜］
まみる	まるみ（丸・円）:丸み
まみん	未満
まめる	丸め
まめん	メンマ
まもり	守り
まもる	守る:守る［約束を〜］
まりわ	周り:回り
まるわ	回る:回る［得意先を〜］:回る［目が〜］
まろん	マロン:ロマン
みむや	むやみ
みゆる	緩み
みよわ	弱み
みらー	ミラー
みりん	みりん
みれん	未練
むゆる	緩む
むるれ	群れる
むるー	ルーム
めもる	もめる:メモる
めもん	木綿
めやる	やめる:病める:辞める
めよる	読める
めりん	裏面
めるー	メール
めれわ	割れ目
めろん	メロン:路面
もより	最寄り
もらる	モラル
もるれ	漏れる
もるー	モール
もれん	レモン
やるれ	やれる
ゆるれ	揺れる
よるわ	弱る
られわ	我ら
りれー	リレー
りろん	理論:論理
るるー	ルール
るれわ	割れる:割れる［底が〜］
れんー	レーン
ろんー	ローン
