４文字集合	可能な４文字単語
くつふろ	ブロック
くつへり	へ理屈
くつほめ	撲滅
くつまら	真っ暗
くつまろ	真っ黒
くつゆり	リュック
くてとん	得点:特典
くてふろ	手袋
くてらん	楽天:転落
くとなん	難読
くとにり	鳥肉
くとはん	特番
くとみり	取り組み
くとより	努力
くとらん	トランク
くとりん	ドリンク
くとれー	グレード
くにはら	ばら肉
くにひや	二百（にひゃく）
くにまん	肉まん
くにもん	黙認
くねよん	翌年（よくねん）
くはふん	反復
くはまり	はまぐり
くはまる	歯車
くはみん	番組
くはより	欲張り
くはりー	パリーグ［パ］
くひもん	品目
くひやん	薬品
くひより	微力
くひりん	リビング
くふふゆ	冬服
くふまん	満腹
くふみら	膨らみ
くふらん	ブランク
くふるー	グループ
くふれー	クレープ
くほやん	翻訳
くほんー	クーポン
くみやら	暗やみ
くみより	魅力
くみらる	ミラクル
くむより	無力
くむりー	クリーム
くむれー	クレーム
くめりー	リメーク
くやりり	やり繰り
くやりわ	役割
くよより	余力
くられん	連絡
くりんー	グリーン
くれんん	訓練
くれんー	クレーン
けけつん	献血
けけんん	権限
けこしつ	こじつけ
けこしに	逃げ腰
けこしむ	消しゴム
けこたは	下駄箱
けこつん	今月:結婚
けこんん	根源（こんげん）
けさしす	静けさ
けさたま	妨げ
けさつん	決算
けさとり	取り下げ
けさほり	掘り下げ
けしつめ	締め付け
けしつよ	欠如
けしつん	失言:実現:実験:決心:現実
けしとり	取り消し
けしにん	二次元
けしはま	励まし
けしむよ	虫よけ
けしやん	車検
けしゆん	下旬:厳守:受検:受験
けしよん	初見:助言:所見
けしんん	人権:検診:真剣:震源
けすたて	手助け
けすつと	助っ人
けすてな	投げ捨て
けすとー	スケート
けするー	スケール
けすんん	原寸
けせつん	先月:前月:建設:決戦:石鹸
けせんん	先見:宣言
けそつつ	即決
けそつん	欠損
けそひり	ひげそり
けそんん	謙遜
けたつん	団結:決断
けたんん	探検・探険:断言
けちつと	チケット
けちにみ	逃げ道
けちぬみ	抜け道
けつつぬ	筒抜け
けつつね	熱血
けつつふ	ぶっつけ［〜からつまずく］:ぶっつけ［〜の作業］
けつつま	月末（げつまつ）:結末
けつつれ	決裂
けつてん	欠点
けつとほ	ポケット
けつとら	ラケット
けつとり	取り付け
けつねん	年月（ねんげつ）
けつのも	漬け物
けつはん	判決:原発:発券:発見:発言
けつひん	必見:貧血
けつふん	物件:現物:見物（けんぶつ）
けつへん	別件
けつまん	満月
けつめん	幻滅
けつもり	盛り付け
けつりん	県立
けつろん	結論
けてとと	届け出（で）
けてみや	手土産
けてんん	原点:減点:点検:電源
けなまる	丸投げ
けなやり	投げやり
けにんん	人間:兼任
けねはり	粘り気
けのはも	化け物
けはんん	半減
けはんー	バーゲン
けひんん	現品
けふりわ	振り分け
けふるー	ケーブル
けふんん	原文
けへんん	偏見
けほんん	原本:本件
けみんん	県民
けもんん	門限
けよりん	旅券
けろんん	言論
ここたた	ごたごた
ここちね	寝心地
ここつの	九つ
ここてほ	凸凹（でこぼこ）
ここのろ	このごろ
ここはみ	ごみ箱
ここふふ	五分五分
ここみろ	試み
こさしん	個人差
こさたふ	ごぶさた
こさつん	昨今（さっこん）:混雑
こさとわ	ことわざ
こししと	年越し
こしそな	底なし
こしそん	御存じ:心底・真底（しんそこ）:心底（しんそこ）
こしたね	猫舌
こしちも	持ち越し
こしつは	端（はし）っこ:端（はじ）っこ
こしつひ	引っ越し
こしとは	仕事場
こしとろ	年ごろ
こしへん	弁護士
こしほや	保護者
こしまろ	白ごま
こしもよ	横文字
こしりん	シリコン
こしんん	新婚
こすすも	コスモス
こすつふ	スコップ
こすつみ	隅っこ
こすまみ	マスコミ
こすまり	ごますり
こすみれ	ずれ込み
こせつつ	骨折
こせつん	根絶
こそたて	子育て
こそとん	どん底
こそのろ	そのころ
こそはん	パソコン
こたてよ	縦横（たてよこ）
こたてん	献立
こたのひ	この度（たび）
こたへろ	食べごろ
こたりわ	こだわり
こちにん	今日（こんにち）
こちみも	持ち込み
こつつみ	小包:突っ込み
こつとん	コットン
こつなれ	慣れっこ
こつひみ	引っ込み
こつふめ	米粒
こつほん	ぽんこつ
こつみみ	積み込み
こつみめ	詰め込み
こてとろ	出所（でどころ）
こてまれ	これまで
こてんん	伝言
こととひ	ひと事:一言（ひとこと）
ことなに	何事
ことなり	異なり
ことのひ	この人
ことのほ	このほど
ことのも	物事
ことひみ	人込み
ことふり	小太り
ことみり	ごみ取り:取り込み
ことみろ	見どころ
ことめも	もめ事
ことめん	コメント
ことより	横取り
ことりわ	ことわり:断り
ことるー	ゴールド
ことれー	レコード
こなまみ	生ごみ
こなんん	困難
こにひん	コンビニ
こにほん	日本語
こねのら	野良猫
このへん	この辺
このみみ	飲み込み
こははよ	横幅
こはんん	今晩
こひよろ	喜び
こひんん	貧困
こふみり	振り込み
こへんー	ベーコン
こほんん	根本
こまんー	マンゴー
こみりわ	割り込み
こもりん	リモコン
こやより	横やり
こらんん	混乱
これんん	れんこん
ささしひ	寂しさ
ささしや	優しさ
さしした	差し出し:親しさ
さしすす	涼しさ
さしたん	足し算
さしつゆ	雑種
さしつん	刷新:診察
さしとめ	差し止め
さしはん	茶飯事
さしまめ	目覚まし
さしよん	残暑
さすひー	サービス
させつん	絶賛
させんん	三千
させんー	センサー
さそはる	ざるそば
さたつは	札束
さたつめ	冷たさ
さたつん	雑談
さたねむ	眠たさ
さたるん	サンダル
さたんん	単三:炭酸
さたんー	ダンサー
さちへん	偏差値
さちりー	リサーチ
さつつへ	別冊
さつにん	日産
さつはん	発散
さつふん	残物
さつまら	まっさら
さてとー	デザート
さてりわ	手触り
さとふる	ふるさと
さとほー	サポート
さなまみ	皆様
さなみん	皆さん
さねんん	三年
さはめる	春雨（はるさめ）
さはんん	残飯
さふるん	サンプル
さふんん	三分:分散
さまんん	三万
さらんん	散乱
さりわん	割り算
さりんん	山林
ししたと	年下
ししたみ	親しみ
ししつつ	実質
ししつむ	事務室
ししつや	実写
ししつゆ	支出
ししつよ	除湿
ししつり	支持率
ししつん	寝室:湿疹:真実
ししむよ	事務所
ししむる	無印
ししめる	目印
ししもや	しゃもじ
ししやゆ	車種
ししやる	矢印
ししやん	信者:写真:新車:神社
ししゆん	主人:人種:受信:受診:新種
ししよん	初心
ししんん	人身:心身:心身・身心:新人
しすちみ	筋道:道筋
しすてむ	システム
しすてー	ステージ
しすとひ	一筋
しすねひ	ビジネス
しすほん	スポンジ
しすゆー	シューズ:ジュース
しすりー	シリーズ
しすんー	シーズン:ジーンズ:ジーンズ［ブルーデニム］
しせつゆ	出世
しせつよ	所説:諸説:除雪
しせつん	先日:全日（ぜんじつ）:前日:実戦:実践:新設:親切
しせとの	年の瀬
しせやん	全社:前者:洗車:車線
しせゆん	選手
しせよわ	しわ寄せ
しせよん	初戦・緒戦（しょせん）
しせんん	人選:全身:前進
しそつん	損失:新卒
しそほら	星空
しそみる	みそ汁
したちも	持ち出し
したつみ	下積み
したつゆ	ダッシュ
したつん	達人
したてる	デジタル
したてわ	手渡し
したとひ	飛び出し
したとり	下取り:取り出し
したなみ	たしなみ
したねも	下ねた
したのみ	楽しみ
したのも	出し物
したはみ	はみ出し
したひよ	呼び出し
したひー	ビジター
したふり	振り出し
したみゆ	多趣味
しためー	ダメージ
したやん	遮断
したゆん	手段
したよん	男女（だんじょ）:短所
したんん	単身:診断
しちつよ	秩序
しちによ	初日（しょにち）
しちぬも	持ち主
しちやよ	著者
しちやん	新茶
しちやー	チャージ
しちゆー	シチュー
しつつふ	実物:物質
しつつへ	別室
しつつま	つじつま:つじつま［〜を合わせる］:末日
しつつみ	密室
しつてん	失点
しつとん	突進
しつねん	失念
しつはや	発射:発車
しつはよ	処罰
しつはん	発信:発疹:発進
しつひや	筆者
しつひゆ	出費:必需:美術
しつひん	品質
しつふゆ	プッシュ
しつふよ	ショップ
しつふり	ブリッジ
しつふん	人物:紛失
しつへゆ	種別
しつへん	別人
しつほん	本日:本質
しつまろ	真っ白
しつまん	満室
しつもよ	書物
しつもん	質問
しつやれ	列車
しつゆゆ	輸出
しつゆら	ラッシュ
しつゆろ	露出
しつよれ	序列
しつりん	隣室
しつれん	失恋:連日
してなは	手放し
してなも	もてなし
してまわ	手回し
してやん	電車
してゆん	店主:手順
してよん	書店
してんん	進展
しとなに	何年（なにどし）
しとねん	次年度
しとはん	半年（はんとし）
しとまり	戸締まり
しとゆー	シュート
しとより	年寄り
しとよー	ショート
しとるん	豚汁
しとれー	レシート
しなのも	品物
しなもん	シナモン
しにはや	早死に
しにゆん	主任
しによん	初任
しにんん	にんじん:妊娠
しねまわ	根回し
しねよん	年初
しねんん	信念:新年
しのみろ	飲み代
しのもる	汁物
しはふら	歯ブラシ
しはまや	パジャマ
しはまり	始まり
しはみめ	見始め［〜の見納め］
しはみら	見晴らし
しはむん	蒸しパン
しはめん	晩飯
しはやん	ジャパン:反射
しはよん	序盤
しはりわ	割りばし
しはるー	シルバー
しはんん	半身（はんしん）:審判:審判［〜員］:阪神
しひめる	昼飯（ひるめし）
しひゆん	品種:準備
しひよん	ビジョン
しひんん	新品
しふやん	ジャンプ
しふやー	シャープ
しふよん	処分:文書
しふりん	理不尽
しふんん	分身:新聞
しへやり	しゃべり
しへやる	シャベル
しへゆー	ベージュ
しへよん	便所
しへりん	リベンジ
しへんん	変人:変身:返信
しほまろ	幻
しほやん	ジャンボ:本社
しほりー	ポリシー
しほるん	シンボル
しほんん	凡人:本心
しまやん	満車
しまりわ	交わり:割り増し
しまれん	ジレンマ
しまんー	マシーン
しみむゆ	無趣味
しみよん	庶民
しむゆん	矛盾
しむよわ	弱虫
しめやー	メジャー
しめよん	免除:書面
しもんん	問診
しやるん	ジャンル
しやれー	レジャー
しやわー	シャワー
しゆるー	シュール
しゆろん	順路
しりんん	森林:隣人
すすたん	スタンス
すすとれ	ストレス
すすへー	スペース
すせふろ	プロセス
すせるー	セールス
すせろん	路線図
すせんん	寸前
すたつふ	スタッフ
すたとん	スタンド
すたとー	スタート
すたなみ	スタミナ
すたにん	多人数（たにんず）
すたふん	スタンプ
すたほー	ポスター
すたまみ	水玉:水玉［〜模様］
すたまー	マスター
すちひー	スピーチ
すちむー	スチーム
すちやん	チャンス
すちるー	スチール
すつてふ	ステップ
すつとぬ	盗人（ぬすっと）
すつとふ	ストップ:トップス
すつとほ	スポット
すつはり	スリッパ
すつひん	すっぴん
すつふほ	ポップス
すつふり	スリップ
すつほー	スポーツ
すつれん	レッスン
すてはる	パステル
すてひよ	呼び捨て
すてるん	留守電
すととー	トースト
すとひろ	ビストロ
すとひー	スピード
すとふー	ストーブ
すとへー	ペースト
すとらり	リストラ［リストラクチャリング］
すとれわ	度忘れ
すとろー	ストロー
すとわー	ワースト
すなはま	砂浜
すなはみ	鼻水
すなほー	ボーナス
すにゆー	ニュース
すぬふれ	ずぶぬれ
すののも	酢の物
すのみみ	飲み水
すのもや	安物
すはらん	バランス
すはるん	留守番
すふらん	フランス
すふれろ	プロレス
すふれー	スプレー:フレーズ
すふんー	スプーン
すほみん	凡ミス
すみもれ	水漏れ
すみやり	水やり
すみりわ	水割り
すりりー	リリース
せせつん	接戦
せせんん	前線
せそつの	その節
せそつん	率先
せたつん	切断:脱線
せたもれ	背もたれ
せたんん	先端
せたんー	センター
せつつめ	絶滅
せつつり	設立
せつてん	伝説:接点:節電
せつとり	リセット
せつはん	洗髪
せつひん	必然
せつふん	節分
せつへん	選別
せつめん	全滅
せつりん	釣り銭:隣接
せつれん	前列
せてんん	伝染:全店:宣伝:点線
せとめん	セメント
せともん	元栓
せとより	取り寄せ
せなみー	セミナー
せなんん	何千
せにのも	偽物（にせもの）:偽者（にせもの）
せにんん	前任:善人:専任
せねんん	前年:専念
せのまも	混ぜ物
せははよ	幅寄せ
せはろん	セロハン
せはんん	万全:全般:前半
せひんん	全品
せふんん	全文
せへんん	全編:前編
せみみん	耳栓
せめんん	全面:前面:洗面
せもんん	全問:専門
せれんん	洗練
そそもも	そもそも
そそれれ	それぞれ
そつとら	外面（そとづら）
そつなら	夏空
そつはゆ	そばつゆ
そてはん	半そで
そとのひ	その人
そとりー	リゾート
そなのは	花園
そなりれ	それなり
そののも	そのもの
そのふん	その分
そのへん	その辺
そのもよ	よそ者
そまらん	マラソン
たたなは	七夕
たたふま	二また
たたへり	隔たり
たたんん	段段
たちとも	友達
たちなり	成り立ち
たちはみ	道端
たちみよ	立ち読み
たつつは	発達
たつてみ	積み立て
たつてん	伝達
たつとん	断トツ
たつねん	断熱
たつはり	はったり
たつはん	単発:短髪
たつふん	仏壇
たつへほ	ほっぺた
たつほん	発端
たつまん	末端:端末
たつりー	リッター
たてのも	建物
たてひり	左手
たてめら	でたらめ
たとはり	鳥肌
たとはん	土壇場（どたんば）
たとひひ	旅人（たびびと）
たとりん	段取り
たとるー	トータル
たとれん	タレント
たなはは	花束
たなひふ	船旅
たなほん	本棚
たにもー	モニター
たにんん	担任
たねほむ	無駄骨
たねんん	断念
たのへも	食べ物
たはまり	たまり場
たはんん	判断:短パン
たはんー	パターン
たひみん	ビタミン
たひんん	単品
たふんん	ぶんたん:分担:短文
たへらん	ベランダ
たへんん	断片
たほほん	たんぽぽ
たまりん	だんまり
たまんん	満タン
たむらん	ランダム
ためんん	断面:面談
たらんん	だんらん
たるれん	レンタル
たれんん	鍛練・鍛錬
たわんん	ワンタン
ちちのの	後後（のちのち）
ちちのひ	父の日
ちちはは	父母（ちちはは）
ちつにほ	日没
ちつはみ	はちみつ
ちつはや	茶髪
ちつほん	沈没
ちつまや	抹茶
ちつれん	陳列
ちなにん	何日
ちなはみ	花道（はなみち）
ちにはん	半日
ちのみり	道のり
ちのもも	持ち物:物持ち
ちはもら	腹持ち
ちふもー	モチーフ
ちみより	寄り道
ちやわん	茶わん
つつとは	突発
つつねは	発熱
つつふふ	ぶつぶつ
つつへへ	別別
つつほほ	ぽつぽつ
つてとひ	人づて
つてなは	夏ばて
つてにも	手荷物
つてはん	発展:発電:鉄板
つてふん	鉄分
つてへん	てっぺん
つてまん	てんまつ
つてめん	点滅
つとなー	ドーナツ
つとにゆ	ユニット
つとのり	乗っ取り
つとはみ	ぱっと見
つとふら	トラップ
つとほろ	ロボット
つとみり	リミット
つとめり	メリット
つともー	モットー
つとりる	リットル
つなのも	夏物
つなひま	真夏日
つにほん	日本（にっぽん）
つねまん	年末
つのはも	初物
つのへも	別物
つのめも	詰め物
つのもわ	つわもの
つははん	反発
つはひり	引っ張り
つはひん	頻発
つはふん	奮発
つはへん	判別
つはみみ	初耳
つはれん	連発
つひふん	物品
つふへん	分別（ふんべつ）:分別（ぶんべつ）
つふまめ	豆粒
つふまん	粉末
つふるー	フルーツ
つふれん	分裂
つまみや	山積み
つまめり	目詰まり
つみもり	見積もり
てとなん	テナント
てとにま	二度手間
てとはー	デパート
てとんん	天どん
てなんん	難点
てねんん	天然
てのひら	手の平（ひら）
てひまま	手間暇
てひゆー	デビュー
てふらん	テンプラ
てふるー	テーブル
てへらん	ベテラン
てほりー	ホリデー
てほんん	本店
てまんん	満点
てろんん	論点
ととひひ	人人（ひとびと）
ととほん	ほとんど
とともも	元元（もともと）
ととるれ	レトルト
ととれれ	どれどれ
ととれー	トレード
となひみ	人並み
となみも	源
とぬまろ	泥沼:泥沼［〜にはまる］
とぬるー	ヌードル
とねまり	寝泊まり
とねるん	トンネル
とのへん	どの辺
とのほみ	身の程
とはひん	一晩
とはるん	ハンドル
とはるー	ハードル
とひみり	ひとり身
とひむら	村人
とひりー	リピート
とふもも	太もも
とふらる	トラブル
とふらん	トランプ:ブランド
とふりん	どんぶり:プリント
とふれん	ブレンド
とふれー	プレート
とふろん	フロント
とほりー	リポート
とほれー	レポート
とままり	まとまり
とみみも	耳もと
とむりー	ドリーム
とめやり	取りやめ
とめるー	メートル
とめれー	メドレー
とやりり	やり取り
とるわー	ワールド
とろんん	ロンドン
なにのも	何者
なにんん	何人（なんにん）
なねんん	何年（なんねん）
なのへも	なべ物
なのまも	生物（なまもの）
なはひら	歯並び:花びら
なはんー	ナンバー
なへんん	軟便
なまんん	何万
なもんん	難問
ならんー	ランナー
にはんん	万人（ばんにん）:犯人
にひるー	ビニール
にほんん	本人
にめゆー	メニュー
にめらん	メラニン
ぬまゆる	ぬるま湯
ねねはは	ねばねば
ねのまも	物まね
ねのもり	練り物
ねほんん	本年
ねまりん	マンネリ
ののひひ	延び延び
ののみも	飲み物
ののもり	乗り物
のははひ	母の日
のふもゆ	冬物
のほもん	本物
のみもよ	読み物
のもるわ	悪者
のもれわ	割れ物
ははひろ	幅広
ははやん	早番
ははんん	半半
はひりり	リハビリ
はふんん	半分
はへるー	ヘルパー
はほんん	本番
はめりり	めりはり
はめんん	反面
はめんー	メンバー
はゆりー	バリュー
はろんん	反論
ひひよん	予備品
ひひれわ	ひび割れ
ひふまゆ	真冬日
ひへんん	返品
ひまりわ	ひまわり
ひまんー	ピーマン
ひゆれー	レビュー
ふほりん	本降り
ふほんん	本文（ほんぶん）
ふまらー	マフラー
ふむれー	フレーム
ふめんん	文面
ふらわー	フラワー
へほんん	本編
ほほんん	ぼんぼん
ほもるん	ホルモン
まめんん	満面
まもやり	山盛り
まりりわ	利回り
めもりー	メモリー
めらんー	ラーメン
ももやや	もやもや
ももろろ	もろもろ
よりんん	四輪
わわんん	わんわん
