４文字集合	可能な４文字単語
かしぬぶ	株主
かしぱん	菓子パン
かしひや	冷やかし
かしふよ	夜更かし
かしほん	資本家
かしめる	しかめる
かしゃん	感謝
かしゅん	主観
かしゆわ	湯沸かし
かしんん	感心:関心
かじてみ	手短
かじみめ	短め
かじるん	感じる
かじんん	肝心
かすすみ	見透かす
かすたみ	片隅
かすたる	助かる
かすだん	かすんだ
かすちら	散らかす
かすっと	すかっと［〜切る］:すかっと［〜晴れる］
かすっり	すっかり
かすてら	カステラ
かすでら	ですから
かすとー	スカート
かすひや	冷やかす
かすびる	美化する
かすふる	付加する:付加・附加する
かすぼや	ぼやかす
かすまり	カリスマ
かすみや	速やか
かすみる	加味する
かすやら	やらかす:安らか
かするれ	かすれる
かするん	関する
かずつて	手付かず
かずなら	必ず
かずにわ	わずかに
かずまわ	構わず
かずみら	自ら
かずるん	感ずる
かせちっ	せっかち
かせつん	間接:関節
かせでま	出任せ
かせどん	セカンド
かせねる	寝かせる
かせぶる	かぶせる
かせぷる	カプセル
かせまる	任せる
かせるわ	沸かせる
かせんん	感染:感染［コンピューターの〜］:観戦
かぜつつ	滑舌
かぜなは	鼻風邪
かぜんん	完全
かそのほ	その外
かそのん	その間（かん）
かそみり	かみそり
かそられ	それから
かたたち	立ち方
かたちち	父方
かたちみ	片道
かたっひ	光った
かたっわ	変わった
かたてま	片手間
かたどな	どなたか
かたはは	母方
かたぶる	高ぶる
かたまり	塊（かたまり）:塊（かたまり）［欲の〜］:高まり
かたまる	固まる:高まる
かたみよ	読み方
かためる	固める:高める
かためん	片面
かたやり	やり方
かたより	偏り
かたよる	偏る
かたんん	かんたん:簡単
かだなん	なんだか:何だか
かだりわ	割高
かだんん	寒暖
かちちみ	近道
かちつて	地下鉄
かちとる	勝ち取る
かちどら	どちらか
かちなま	町中
かちねも	金持ち
かちはん	ハンカチ
かちよる	近寄る
かちらる	散らかる
かっつふ	復活
かってむ	向かって［〜右］
かっとら	からっと
かっにん	日刊
かっのる	乗っかる
かっらん	楽観
かつとん	豚カツ
かつどん	カツどん
かつのま	つかの間
かつぶる	ぶつかる
かつぶん	分割
かつまる	捕まる
かつみる	見付かる
かつるれ	疲れる
かづてみ	手づかみ
かづめん	缶詰め
かてむん	無添加
かてんん	寒天:観点:転換
かてんー	カーテン
かでなも	中でも
かとなに	何かと
かとなん	何とか
かどはる	はかどる
かどりわ	若鶏（わかどり）
かどんん	鈍感
かなのよ	世の中
かなはや	華やか
かなばり	名ばかり
かなびゆ	中指
かなまよ	真夜中
かなまん	真ん中
かなみり	雷（かみなり）
かなめら	滑らか
かならん	何らか
かなんん	難関
かにまろ	マカロニ
かにもり	仮にも
かぬみる	ぬかるみ
かぬよら	よからぬ
かねんん	年間:観念
かのもり	借り物
かのもわ	若者
かはやれ	晴れやか
かはんん	反感
かばんん	看板
かひやや	冷ややか
かひるれ	引かれる
かびんん	敏感
かふぶる	古株
かふまり	深まり
かふまる	深まる
かふめる	深める
かふらる	カラフル
かぶらり	空振り
かぷりれ	レプリカ
かへんん	変換:返還
かべんん	勘弁
かまやろ	まろやか
かまらる	絡まる
かみんん	民間
かめらる	絡める
かめりわ	変わり目
かめれわ	分かれ目:別れ目:別れ目・分かれ目
かやゆる	緩やか
かやらわ	やわらか（柔・軟）:柔らか:軟らか
かょりん	旅館
かりろー	カロリー
かりわん	割り勘
かるれわ	分かれる:別れる
かるろー	ローカル
かれんん	関連
がききく	気が利く
がきくつ	気が付く
がきくむ	気が向く
がきくら	落書き:落書き・楽書き
がきくれ	学歴
がきくん	金額
がきこよ	横書き
がきした	下書き
がきすぬ	ガス抜き
がきすむ	気が済む
がきたて	縦書き
がきたわ	北側
がきちる	気が散る
がきねひ	引き金
がきのる	気が乗る
がきはみ	歯磨き
がきんん	近眼（きんがん）
がくけん	見学
がくさつ	差が付く
がくしん	進学
がくせつ	学説
がくたつ	がたつく
がくつね	値が付く
がくつひ	火が付く
がくつろ	六月
がくなら	長らく
がくねん	学年
がくはん	半額
がくまん	満額
がくめゆ	目が行く
がくもん	学問
がくやら	役柄
がくらり	暗がり
がけすつ	ガス欠
がけする	けがする
がけてる	手掛ける
がけにん	けが人
がけるれ	汚（けが）れる
がこしら	木枯らし
がこすろ	転がす
がことら	事柄
がことろ	ところが
がこなよ	横長
がこりわ	怖がり
がこるろ	転がる
がこるわ	怖がる
がさすひ	日が差す
がさすま	魔が差す
がさすわ	騒がす
がさつん	三月
がさなら	さながら
がさねり	値下がり
がさふる	ふさがる
がさむり	寒がり
がさむる	寒がる
がしすと	都市ガス
がしたわ	下側
がしたん	新型
がしちつ	七月
がしにわ	西側
がしのみ	見逃し
がしほる	欲しがる
がすのみ	見逃す
がすゆる	揺るがす
がせんん	洗顔
がそとわ	外側
がそりん	ガソリン
がたてな	縦長
がたなひ	ひな型:ひな形
がたまや	山形
がたまる	またがる:丸形
がたよる	夜型
がたんん	元旦
がちつは	八月
がちとら	土地柄
がちなも	長持ち
がつなり	つながり
がつなる	つながる
がつなん	何月
がつより	強がり
がつよる	強がる
がとひら	人柄
がとめる	とがめる
がなねん	長年:長年・永年
がなはら	花柄
がなひら	平仮名
がなふり	振り仮名
がなみよ	読み仮名
がなめる	眺める
がなるれ	流れる:流れる［計画が〜］
がねはり	針金
がねはる	値が張る
がねんん	元年:念願
がのるれ	逃れる
がはみり	張り紙
がはるれ	はがれる
がひりろ	広がり
がひりわ	日替わり
がひるろ	広がる
がままわ	わがまま
がむらり	群がり
がむらる	群がる
がめゆる	ゆがめる
がめんん	顔面
がわんん	湾岸
ききぎみ	右利き
ききくや	聞き役
ききけわ	聞き分け
ききげて	劇的
ききこみ	聞き込み
ききさゆ	先き行き:行（ゆ）き先
ききしょ	挙式
ききすだ	聞き出す
ききすや	すき焼き
ききずり	切り傷
ききそて	基礎的
ききたむ	北向き
ききてぱ	てきぱき
ききとり	聞き取り
ききとる	聞き取る
ききぬひ	引き抜き
ききぬり	切り抜き
ききはは	はきはき
ききふん	寄付金
ききむむ	むきむき
ききめめ	めきめき
ききらら	きらきら
きぎすゆ	行（ゆ）き過ぎ
きぎつひ	引き継ぎ
きぎひわ	引き際
きくげも	目撃
きくこせ	国籍
きくこゃ	顧客（こきゃく）
きくさち	口先
きくさゆ	行（ゆ）く先
きくさり	力作
きくずつ	傷付く
きくせそ	即席
きくせち	蓄積
きくそふ	不規則
きくぞん	金属
きくだつ	抱き付く
きくちり	切り口
きくっり	くっきり
きくつな	泣き付く
きくつや	焼き付く
きくても	目的
きくとめ	ときめく
きくどの	気の毒
きくにひ	ひき肉
きくにや	焼き肉
きくにん	筋肉
きくぬひ	引き抜く
きくぬり	切り抜く
きくはょ	破局
きくばり	気配り
きくぱん	緊迫
きくまゃ	客間
きくめら	きらめく
きくもゆ	雲行き
きくょり	気力
きぐする	危惧する
きぐたち	北口
きぐつひ	引き継ぐ
きぐにゆ	雪国（ゆきぐに）
きぐまれ	気まぐれ
きけさず	酒好き
きけすふ	吹き消す
きけせっ	欠席
きけっん	欠勤
きけつゆ	行（ゆ）きつけ
きけどゆ	雪解け
きけぬふ	吹き抜け
きけひわ	引き分け
きけょん	謙虚
きけんん	金券
きげこつ	焦げ付き
きげさひ	引き下げ
きげすや	激安
きげつと	激突:突撃
きげつん	原付き
きげにる	逃げ切る
きげはん	反撃
きげふん	不機嫌
きげへん	激変:激変・劇変
きげむん	無期限
きげんん	厳禁:現金
きこざみ	小刻み
きこしな	着こなし
きこしめ	メキシコ
きこすな	着こなす
きこずね	猫好き
きこせむ	せき込む
きこたみ	炊き込み
きこたむ	炊き込む
きこたや	たこ焼き
きこひみ	引き込み
きこひむ	引き込む
きこふむ	吹き込む［風が〜・うわさを〜］
きこまみ	巻き込み
きこまむ	巻き込む
きこむめ	決め込む
きこむよ	横向き
きこょん	根拠
きこりれ	これきり
きごつと	月ごと
きごとな	泣き言
きささや	ささやき
きさしひ	差し引き
きさすだ	咲き出す
きさせみ	店先
きさせん	山積
きさたび	旅先
きさっま	真っ先
きさっん	殺菌
きさつま	つま先
きさどほ	先ほど
きさどり	先取り
きさにわ	庭先
きさはる	春先
きさびゆ	指先
きさむら	むらさき:紫
きざひん	引き算
きざめわ	ざわめき
きざんん	残金
きししょ	書式
きしじた	下敷き
きしする	指揮する
きしずま	巻きずし
きしせょ	書籍
きしせん	親戚
きしたて	適した
きしたむ	下向き
きしだひ	引き出し
きしだむ	むき出し
きしだる	出し切る
きしつと	年月（としつき）
きしなむ	泣き虫
きしにむ	西向き
きしにり	しきりに
きしにん	認識
きしねん	年式
きしのも	敷物
きしはれ	切れ端
きしはん	四半期
きしばら	気晴らし
きしひめ	引き締め
きしむや	蒸し焼き
きしめや	焼き飯
きしめり	締め切り:閉め切り
きしめる	締め切る:閉め切る
きしめん	面識
きしゅん	禁酒
きしょん	新居
きしんん	親近
きじつひ	直筆（じきひつ）
きじつん	近日
きじてむ	事務的
きじはん	自販機
きじまめ	生まじめ
きじりん	人力（じんりき）
きじるん	禁じる
きすする	キスする
きすずり	擦り傷
きすだつ	突き出す
きすだな	泣き出す
きすだぬ	抜き出す
きすだひ	引き出す
きすだふ	吹き出す
きすだり	切り出す:切り出す［話を〜］
きすっり	すっきり:すっきり［〜としたワイン］
きすてと	テキスト
きすてり	切り捨て
きすてる	適する
きすてー	ステーキ
きすとゃ	キャスト
きすにる	気にする
きすはる	破棄する
きすふる	寄付する:寄付・寄附する
きすめや	気休め
きすよる	予期する
きずせわ	世話好き
きずつま	つまずき
きずてん	天気図
きずのも	物好き
きずひる	引きずる
きずふる	古傷
きせせつ	積雪
きせっん	接近
きせつて	適切
きせつり	力説
きせにん	責任
きせひよ	引き寄せ
きせびん	線引き
きせぶん	分析
きせまん	満席
きせめん	赤面:面積
きせょん	選挙
きせんん	金銭
きぜれん	歴然
きそとの	その時
きそとむ	外向き
きそばや	焼きそば
きそりれ	それきり
きたたて	炊きたて
きたたま	瞬き
きたちる	断ち切る
きたつひ	引き立つ
きたつま	竜巻
きたつゃ	脚立
きたつわ	沸き立つ
きたてで	出来たて
きたてひ	引き立て
きたてや	焼きたて
きたとま	時たま
きたねま	種まき
きたはら	働き
きたばま	まばたき
きたひむ	ひたむき
きたぶや	焼き豚
きだつわ	際立つ
きだふり	切り札
きちっり	きっちり
きちっん	キッチン
きちてり	地理的
きちとん	きちんと
きちびみ	導き
きちみわ	わき道
きちもや	焼きもち
きちょん	ちょきん:貯金
きってひ	匹敵
きってま	決まって
きってり	てっきり
きっはり	はっきり
きっふん	腹筋
きっめり	めっきり
きつつべ	月別
きつづて	手続き
きつとひ	ひとつき
きつどゆ	梅雨時
きつなみ	月並み
きつはゆ	初雪
きつひる	引きつる
きつぶや	つぶやき
きつまん	満喫
きつみや	病み付き
きつめり	つめ切り［〜ばさみ］
きててん	天敵:点滴
きてどほ	手ほどき
きてなん	難敵
きてにん	適任
きてめわ	極めて
きてめん	てきめん
きてやり	照り焼き
きてょん	拠点:転居
きでやん	電気屋
きでるわ	わき出る
きでわん	電話機
きととひ	一時（ひととき）
きとぬる	抜き取る
きとひり	取り引き:引き取り
きとひる	引き取る
きとびり	とびきり
きとふる	ふき取る
きとぶり	着太り
きとめり	取り決め
きとやり	焼き鳥
きとらり	きらりと
きとりり	切り取り
きとりる	切り取る
きとれん	筋トレ
きどなん	何時（なんどき）
きどひる	昼時
きどみり	黄緑
きどやら	どら焼き
きなにる	気になる
きなのみ	軒並み
きなぷん	ナプキン
きなむや	泣きやむ
きなゆり	成り行き
きにふん	不人気
きねびん	記念日
きねょん	去年
きねんん	年金:近年
きのはも	履き物
きのまり	のり巻き
きのもや	焼き物
きのやり	焼きのり
きのりる	乗り切る
きはりる	張り切る
きばまら	ばらまき
きばらわ	わき腹
きひみら	見開き
きひめら	ひらめき
きびりわ	割引
きぴんん	金品
きふみり	踏切
きふみる	踏み切る
きふりる	振り切る
きへんん	返金
きべんん	勤勉
きぺんん	近辺
きまやる	丸焼き
きまるわ	極まる
きみめわ	見極め
きみより	読み切り
きみよる	読み切る
きめょん	免許
きめよる	清める
きめるわ	きわめる（窮・極・究）:極める
きもりり	切り盛り
きりるわ	割り切る
きりんん	近隣
ぎくつろ	くつろぎ
ぎここむ	小麦粉
ぎこそね	根こそぎ
ぎこつの	この次
ぎこつむ	つぎ込む
ぎこよる	横切る
ぎさする	過ぎ去る
ぎしたみ	右下
ぎしなれ	品切れ
ぎしはみ	右端（みぎはし）
ぎしはり	歯ぎしり
ぎしもん	疑問視
ぎすたつ	つ（注）ぎ足す:注（つ）ぎ足す:継ぎ足す
ぎすねる	寝過ぎる
ぎすのみ	飲み過ぎ
ぎすひる	昼過ぎ
ぎすまら	紛らす
ぎすやら	安らぎ
ぎすやり	やり過ぎ
ぎすよる	良過ぎる
ぎせとわ	瀬戸際
ぎたちれ	ちぎれた
ぎたねま	玉ねぎ
ぎちるれ	ちぎれる
ぎちんん	賃金
ぎつとり	取り次ぎ
ぎつにの	二の次
ぎてふわ	不手際
ぎとるれ	とぎれる
ぎなみる	みなぎる
ぎひむや	冷や麦
ぎふりん	踏ん切り
ぎまるれ	紛れる
くくこは	告白
くくこふ	克服
くくささ	さくさく
くくさと	得策
くくすす	すくすく
くくそや	約束
くくたた	くたくた
くくちち	ちくちく
くくっつ	くっつく
くくっり	クリック
くくつづ	つくづく
くくとど	独特
くくなな	泣く泣く
くくなま	くまなく
くくなも	苦もなく
くくぬぬ	ぬくぬく
くくほほ	ほくほく
くくほり	北陸
くくもも	もくもく
くくゆゆ	行く行く（ゆくゆく）
くくよよ	くよくよ:よくよく
くくらら	くらくら
くくるる	くるくる
くくわわ	わくわく
くぐせち	口癖
くぐつら	ぐらつく
くぐつろ	くつろぐ
くぐはむ	育む
くぐみわ	枠組み
くぐれれ	くれぐれ
くけさせ	酒癖（さけくせ）
くけさっ	傑作
くけさん	検索
くけじる	くじける
くけそっ	結束
くけだる	砕ける
くけちん	建築
くけやよ	厄よけ
くけやん	倹約
くげこつ	焦げ付く
くげさり	繰り下げ
くげさん	削減:原作
くげそん	原則:減速
くげちひ	口ひげ
くげつよ	翌月
くげふん	復元:復原・復元
くこさん	国産
くこざん	残酷
くこしょ	酷暑
くこしり	繰り越し
くこしん	深刻:申告
くこすり	繰り越す
くこぜん	全国
くこそっ	即刻
くこちみ	口コミ
くこっほ	北国
くこっみ	コミック
くこつも	穀物
くこつり	国立
くこみみ	組み込み
くこみむ	組み込む
くこみん	国民
くこわん	困惑
くごてん	天国
くごほん	本国
くささど	どさくさ
くささや	ささやく
くさされ	ささくれ
くさしひ	久しく:差し引く
くさしま	正しく
くさしゃ	作者
くさしる	苦しさ
くさしん	新作
くさじつ	昨日（さくじつ）
くさすら	腐らす
くさせん	作戦
くさぜん	前作
くさそっ	早速
くさたっ	腐った
くさたん	たくさん:たくさん［もう〜だ］:三択
くさだる	下さる
くさつも	作物（さくもつ）
くさつら	落札
くさとん	特産
くさなば	草花
くさねん	昨年
くさばん	昨晩
くさひん	作品
くさぶん	作文
くさむら	草むら
くざそに	即座に
くざたん	短冊
くざつふ	複雑
くざつわ	ざわつく
くざめわ	ざわめく
くざよら	夜桜
くしした	親しく
くししょ	試食
くしじり	しくじり
くしせー	セクシー
くしそっ	失速
くしそん	促進
くしぞり	退く
くしぞん	親族
くしたつ	靴下
くしたわ	私（わたくし）
くしたー	タクシー
くしだち	口出し
くしちゃ	借地:試着
くしちょ	直視
くしちん	新築
くしっり	しっくり
くしつみ	染みつく
くしつよ	浴室
くしとひ	等しく
くしとゅ	取得:特殊
くしとょ	所得
くしとよ	翌年（よくとし）
くしどや	厄年
くしどん	独身
くしにみ	憎しみ
くしにん	肉親
くしはも	もしくは
くしはゅ	拍手
くしばら	しばらく
くしひょ	食費
くしふゃ	複写
くしふゅ	叔父
くしぼろ	黒星
くしぼん	親睦
くしみゃ	くしゃみ
くしみる	苦しみ
くしむょ	無職:無色:職務
くしむる	苦しむ
くしゃや	役者
くしやゅ	主役
くしやょ	夜食:役所
くしやん	躍進
くしょり	視力:離職
くしょわ	和食
くしよろ	よろしく
くしろろ	白黒（しろくろ）
くじすん	ジンクス
くじそつ	即日
くじそん	迅速
くじつよ	翌日
くじとん	人徳
くすそっ	ソックス
くすぞる	属する
くすだみ	見下す
くすだん	くすんだ
くすっと	ストック
くすっな	スナック
くすっま	ｍａｘ．［マックス］
くすっみ	ミックス
くすっる	ルックス:屈する
くすつで	出尽くす
くすつみ	住み着く
くすでわ	出くわす
くすとる	得する
くすなめ	少なめ
くすなる	なくする
くすのも	くもの巣
くすぶる	くすぶる
くすゃり	略す
くすやり	薬屋
くすやる	訳する
くすよる	よくする
くするわ	狂わす
くするー	スクール
くずつま	つまずく
くずつれ	靴擦れ
くずるれ	崩れる
くせぞつ	接続
くせぞん	専属
くせたん	洗濯:選択
くせっと	説得
くせつと	特設
くせつや	節約
くせとれ	セレクト
くせどん	独占
くせはら	セクハラ
くせやん	先約
くせらん	落選
くせるわ	食わせる
くぜもん	目前
くそぞん	存続
くそたつ	速達
くそたへ	下手くそ
くそっり	そっくり
くそとん	損得
くそねぶ	寝不足
くそはん	反則
くそへん	変則
くそめん	側面
くぞへん	続編
くぞまん	満足:満足［〜にできない］
くぞみん	民族
くぞれん	連続
くたちの	立ちのく
くたちべ	口下手
くたちぼ	僕たち
くたっま	全く
くたっも	曇った
くたつべ	べたつく
くたつも	もたつく
くたてみ	くみたて:組み立て
くたでん	電卓:電卓［電子式卓上計算機］
くたどん	単独
くたにぶ	豚肉
くたによ	よく似た
くたはば	羽ばたく
くたはら	働く:働く［引力が〜］:働く［機械が〜］:働く［盗みを〜・無礼を〜］:働く［知恵が〜］
くたばる	くたばる
くたぱん	淡泊
くたびれ	くたびれ
くたみら	たくらみ
くたむら	たくらむ
くたらん	落胆
くだつや	役立つ
くだつら	脱落
くだのも	果物
くだらん	段落
くちちゃ	着地
くちちょ	貯蓄
くちっら	クラッチ
くちとひ	一口（ひとくち）
くちとも	口もと
くちどめ	口止め
くちのみ	飲み口
くちはや	早口
くちびみ	導く
くちびる	唇
くちふゃ	付着
くちもん	沈黙
くちやり	やり口
くちるわ	悪口（わるくち）
くちわん	ワクチン
くっつは	発掘
くっとな	納得
くっとに	とっくに
くっとほ	ほっとく
くっとら	くらっと:トラック
くっとる	くるっと
くっとん	特訓
くっふら	ふっくら
くっまら	真っ暗
くっまろ	真っ黒
くっゆり	ゆっくり
くつとび	飛び付く
くつとべ	べとつく:特別
くつとり	取り付く
くつどひ	必読
くつどり	独立
くつなふ	夏服
くつにみ	身に付く
くつにめ	目に付く
くつにや	にやつく
くつぬら	貫く:貫く［信念を〜］
くつねは	白熱
くつねば	粘つく
くつはは	白髪（はくはつ）
くつはば	爆発
くつはり	張り付く
くつひも	靴ひも
くつふら	ふらつく:ふらつく［街を〜］:ふらつく［足が〜］:ふらつく［足場が〜］
くつぶや	つぶやく:薬物
くつぶよ	物欲
くつへり	へ理屈
くつぼめ	撲滅
くづてり	手作り
くづとも	基づく
くづにり	荷造り
くてでゆ	出て行く
くてでる	出て来る
くてとん	得点:特典
くてぶろ	手袋
くてらん	楽天:転落
くてるれ	…てくれる
くとにり	鳥肉
くとばん	特番
くとまり	取り巻く
くとみよ	読み解く
くとみり	取り組み
くとむり	取り組む
くとらん	トランク
くどなほ	程なく
くどなん	難読
くどよん	貪欲
くどりん	ドリンク
くななる	なくなる:亡くなる
くななん	難なく
くなにる	苦になる
くなべる	なるべく
くなまも	まもなく
くなよる	よくなる
くにばら	ばら肉
くにひゃ	二百（にひゃく）
くにまん	肉まん
くにもん	黙認
くにゆー	ユニーク
くぬもる	ぬくもる
くぬやり	やり抜く
くねよん	翌年（よくねん）
くはぷん	反復
くはもや	早くも
くばまら	ばらまく
くばより	欲張り
くばよる	欲張る
くひめら	ひらめく
くひもん	品目
くひやん	薬品
くびりわ	割り引く
くふふゆ	冬服
くふみら	膨らみ
くふむら	膨らむ
くふむり	振り向く
くふめる	含める
くふるれ	膨れる
くぶらん	ブランク
くぷまん	満腹
くべらる	比べる
くほやん	翻訳
くみもや	やみくも
くみやら	暗やみ
くみょり	魅力
くみらる	ミラクル
くむもろ	もくろむ
くむょり	無力
くむりー	クリーム
くむれー	クレーム
くめよろ	よろめく
くめりー	リメーク
くめるれ	めくれる
くやりり	やり繰り
くやりわ	役割
くょより	余力
くられん	連絡
くるわわ	加わる
くれんん	訓練
くれんー	クレーン
ぐけちは	はけ口
ぐけまみ	負け組
ぐさすま	すぐさま
ぐさてり	手探り
ぐさなめ	慰め
ぐしにま	島国
ぐしるん	シングル
ぐすたれ	優れた
ぐすてれ	優れて
ぐすめり	目薬
ぐすやら	安らぐ
ぐするれ	優れる
ぐたちめ	ため口
ぐたらん	グラタン
ぐつとり	取り次ぐ
ぐつのり	乗り継ぐ
ぐとりる	ぐるりと
ぐはまり	はまぐり
ぐはまる	歯車
ぐはるれ	はぐれる
ぐほるれ	ほぐれる
ぐやらわ	和らぐ
けけつん	献血
けげんん	権限
けこじつ	こじつけ
けこだれ	これだけ
けこっん	結婚
けことむ	溶け込む
けごしむ	消しゴム
けさしず	静けさ
けさしる	消し去る
けさずる	授ける
けさっん	決算
けざたふ	ふざけた
けざふる	ふざける:ふざける［〜な］
けしたら	白けた［〜ムード］
けしって	決して
けしっん	決心
けしつめ	締め付け
けしつる	しつける
けしとぶ	消し飛ぶ
けしとり	取り消し
けしむよ	虫よけ
けしむる	仕向ける
けしゃん	車検
けしょん	初見:所見
けしらる	白ける
けしるわ	仕分ける
けしんん	検診:真剣
けじつん	堅実
けじはる	はじける
けじんん	人権
けすたつ	付け足す
けすたる	助ける
けすだて	手助け
けすだと	溶け出す
けすだぬ	抜け出す
けすっと	助っ人
けすっる	決する
けすとば	け飛ばす
けすとり	取り消す
けすとー	スケート
けするー	スケール
けせっん	決戦:石鹸
けせつん	建設
けせんん	先見
けぜんん	健全
けそだれ	それだけ
けそっつ	即決
けそっん	欠損
けそんん	謙遜
けぞのる	のけぞる
けただら	だらけた
けたとぼ	とぼけた
けたにや	にやけた
けたひら	開（ひら）けた
けたぼや	ぼやけた
けたんん	探検・探険
けだつん	団結:決断
けだらる	だらける
けちっと	チケット
けちぬみ	抜け道
けっつね	熱血
けってん	欠点
けっとら	ラケット
けっはん	発券:発見
けっひん	必見
けつつぬ	筒抜け
けつつま	結末
けつつれ	決裂
けつづる	続ける
けつとり	取り付け
けつのも	漬け物
けつはん	判決
けつひん	貧血
けつぶる	ぶつける
けつぶん	見物（けんぶつ）
けつみる	見付ける
けつもり	盛り付け
けつりん	県立
けつろん	結論
けづなる	名付ける
けてんん	点検
けでぬる	抜け出る
けとどる	届ける
けとぼる	とぼける
けとりわ	取り分け
けとるろ	とろける
けどほる	ほどける
けどもれ	けれども
けなまる	怠ける
けにやる	にやける
けにんん	兼任
けねばり	粘り気
けねぼる	寝ぼける
けのばも	化け物
けのるろ	のろける
けはぶる	省ける
けばらる	ばらける
けひらる	開（ひら）ける
けふりわ	振り分け
けぶやる	破ける
けへんん	偏見
けほんん	本件
けぼやる	ぼやける
けみるわ	見分ける
けみんん	県民
けょりん	旅券
けよるろ	よろける
げこつん	今月
げこるろ	転げる
げこんん	根源（こんげん）
げささる	ささげる
げさたま	妨げ
げさとり	取り下げ
げさにる	逃げ去る
げさほり	掘り下げ
げしした	親しげ
げしたの	楽しげ
げしつん	失言
げしはま	励まし
げしんん	震源
げすてな	投げ捨て
げすはま	励ます
げすりる	下痢する
げすんん	原寸
げせつん	先月
げせんん	宣言
げそひり	ひげそり
げちにみ	逃げ道
げつつま	月末（げつまつ）
げつなる	つなげる
げつねん	年月（ねんげつ）
げつはん	発言
げつまん	満月
げつみん	厳密
げつめん	幻滅
げてみや	手土産
げてんん	原点:減点
げなまる	丸投げ
げなやり	投げやり
げなりん	げんなり
げにんん	人間
げはんん	半減
げひるろ	広げる
げもんん	門限
げろんん	言論
ここそそ	こそこそ:そこそこ
ここつつ	こつこつ
ここつの	九つ
ここにに	にこにこ
ここのの	のこのこ
ここみろ	試み
こころろ	ころころ
こごちね	寝心地
こごのろ	このごろ
こごまま	こまごま［〜した］
こごりり	懲り懲り
こさしむ	差し込む［日が〜・プラグを〜］:差し込む［日が〜］
こさじん	個人差
こさっん	昨今（さっこん）
こざつん	混雑
こざとわ	ことわざ
こししと	年越し
こしすも	少しも
こしそな	底なし
こしそん	心底・真底（しんそこ）:心底（しんそこ）:心底（しんそこ）［〜好きだ］
こしちも	持ち越し
こしっは	端（はし）っこ
こしっひ	引っ越し
こしみむ	染み込む
こしりん	シリコン
こしんん	新婚
こじすら	こじらす
こじたね	猫舌
こじねむ	ねじ込む
こじもよ	横文字
こじるれ	こじれる
こじるん	混じる
こすすも	コスモス
こすちも	持ち越す
こすっひ	引っ越す
こすっみ	隅っこ
こすとび	飛び越す
こすどほ	施す
こすぶる	鼓舞する
こすへま	へこます
こすまみ	マスコミ
こずてる	てこずる
こずのら	残らず
こずみれ	ずれ込み
こずむれ	ずれ込む
こせっつ	骨折
こぜつん	根絶
こそそれ	それこそ
こそだて	子育て
こそっり	こっそり
こそねる	損ねる
こそのろ	そのころ
こそぱん	パソコン
こたっま	困った
こたてよ	縦横（たてよこ）
こたのび	この度（たび）
こたむめ	ため込む
こたれわ	壊れた
こだてん	献立
こだへん	へこんだ
こだりわ	こだわり
こだるわ	こだわる
こちにん	今日（こんにち）
こちみも	持ち込み
こちむも	持ち込む:持ち込む［話を〜］
こっつみ	突っ込み
こっつむ	突っ込む
こってり	こってり
こっとん	コットン
こっなれ	慣れっこ
こっにり	にっこり
こっひみ	引っ込み
こっひむ	引っ込む
こっほり	ほっこり
こつづみ	小包
こつぶめ	米粒
こつぽん	ぽんこつ
こつみみ	積み込み
こつみむ	積み込む
こつみめ	詰め込み
こつむめ	詰め込む
こでとろ	ところで
こでまれ	これまで:これまで［今は〜］
こととひ	一言（ひとこと）
こととん	とことん
ことなり	異なり
ことなる	異なる
ことにま	まことに
ことのひ	この人
ことぶり	小太り
ことみり	取り込み
ことむり	取り込む
ことめん	コメント
ことりわ	ことわり:断り
ことるわ	断る:断る［前もって〜］
こどのほ	このほど
こどほれ	これほど
こどみろ	見どころ
こどより	横取り
こなにん	こんなに
こなんん	困難
こにびん	コンビニ
こねのら	野良猫
こねぶろ	寝転ぶ
このへん	この辺
このまま	このまま
このみみ	飲み込み
このみむ	飲み込む
このむり	乗り込む
こはばよ	横幅
こはぺら	腹ぺこ
こはむめ	はめ込む
こばるわ	こわばる
こばんん	今晩
こひんん	貧困
こびむよ	呼び込む
こびよろ	喜び
こふみむ	踏み込む
こふみり	振り込み
こふむり	振り込む
こぶよろ	喜ぶ
こぼるれ	こぼれる
こぽんん	根本
こみむよ	読み込む
こみりわ	割り込み
こむもり	盛り込む
こむりわ	割り込む
こもりん	リモコン
こやより	横やり
こらんん	混乱
こるれわ	壊れる
これんん	れんこん
ごしとろ	年ごろ
ごしほん	本腰
ごしまろ	白ごま
ごしよわ	弱腰
ごすすね	寝過ごす
ごすすみ	見過ごす
ごすほる	保護する
ごすまり	ごますり
ごたよれ	汚（よご）れた
ごととひ	ひと事
ごとなに	何事
ごとのも	物事
ごとひみ	人込み
ごとまる	まるごと
ごとみり	ごみ取り
ごとめも	もめ事
ごなまみ	生ごみ
ごにほん	日本語
ごみもる	身ごもる
ごよるれ	汚（よご）れる
ささしび	寂しさ
ささしや	優しさ
ささっと	さっさと
ささふふ	ふさふさ
ささらら	さらさら
さしした	親しさ
さししだ	差し出し
さしすず	涼しさ
さしすだ	差し出す
さしっん	刷新
さしつん	診察
さしとめ	差し止め
さじはん	茶飯事
さすっる	察する
さすてる	捨て去る
さすびゆ	指差す
させんー	センサー
さぜんん	三千
さたちる	立ち去る
