３文字集合	可能な３文字単語
にほん	日本（にほん）
にまん	二万（にまん）
にむら	にらむ
にむん	任務
にもろ	もろに
にりわ	割（わり）に
ぬるれ	ぬれる
ねはや	早寝
ねはる	はねる:跳ねる
ねはん	半値
ねばり	粘り
ねばる	粘る
ねぱる	パネル
ねひる	ひねる:昼寝
ねぴん	燃費
ねほん	本音
ねまる	まねる
ねまー	マネー
ねむり	眠り
ねむる	眠る
ねむん	無念
ねむー	ネーム
ねよわ	弱音
ねよん	四年
ねりん	年利
のはら	野原
のばり	乗り場
のひも	干物（ひもの）
のびる	のびる:のびる（伸・延）:伸びる:伸びる［ぐったり〜］:延びる
のべる	述べる
のほん	ほんの
のぼり	上（のぼ）り
のぼる	のぼる（上・登・昇）:上る:上（のぼ）る:上（のぼ）る［話題に〜・議題に〜］:昇る:登る
のまる	ノルマ
のまろ	のろま
のみや	飲み屋
のみゆ	湯飲み
のみり	実り
のみる	実る
はぱん	半端
はひん	批判
はふー	ハーフ
はへん	破片
はべま	浜辺
はまる	はまる
はまれ	晴れ間
はみる	見張る
はめや	はやめ（早・速）:早め:速め
はめる	はめる:はめる［手袋を〜・ボタンを〜・指輪を〜］
はもや	もはや
はもる	ハモる
はもん	模範
はやり	はやり:やはり
はやる	はやる
はらん	波乱:波瀾・波乱
はるれ	はれる［顔が〜］:晴れる
ばひろ	広場
ばふゆ	冬場
ばふろ	ふろ場
ばほん	本場
ばまら	まばら
ばめん	場面
ばやん	野蛮
ばるれ	ばれる
ぱやん	パン屋
ぱりん	リンパ
ぱれん	連覇
ひびん	備品
ひぶん	部品
ひまる	昼間（ひるま）:真昼
ひまろ	広間
ひまん	肥満
ひむる	ひるむ
ひめろ	広め
ひょり	旅費
ひよわ	ひ弱
びゆわ	指輪
びるわ	わびる
ふふふ	ふふふ
ふへん	不変
ふべん	不便
ふまゆ	真冬
ふまり	フリマ
ふまん	不満
ふみん	不眠
ふらり	ふらり
ふりわ	ふわり
ふりー	フリー
ふるれ	ふれる:振れる:触れる
ぶほろ	滅ぶ
ぶほん	本部
ぶみり	身振り
ぶみん	身分
ぶもん	部門
ぶやる	破る:破る［宿敵を〜・記録を〜］:破る［約束を〜］
ぶやれ	破れ
ぶやん	分野:夜分
ぶよん	余分
ぶらり	ぶらり
ぶりん	分離
ぶるれ	ぶれる
ぷらん	プラン:ランプ
ぷりん	プリン
べらる	ラベル
べりん	便利:利便
べるれ	レベル
ぺりろ	ぺろり
ほまん	ほんま
ほみん	見本
ほむー	ホーム
ほめる	褒める
ほやん	本屋
ほるー	ホール
ぼりん	リボン
ぽりろ	ぽろり
ままん	まんま［その〜］
まみる	まるみ（丸・円）:丸み
まみん	未満
まめる	丸め
まめん	メンマ
まもり	守り
まもる	守る:守る［約束を〜］
まりわ	周り:回り
まるわ	回る:回る［得意先を〜］:回る［目が〜］
まろん	マロン:ロマン
みむや	むやみ
みゆる	緩み
みよわ	弱み
みらー	ミラー
みりん	みりん
みれん	未練
むゆる	緩む
むるれ	群れる
むるー	ルーム
めもる	もめる:メモる
めもん	木綿
めやる	やめる:病める:辞める
めよる	読める
めりん	裏面
めるー	メール
めれわ	割れ目
めろん	メロン:路面
もより	最寄り
もらる	モラル
もるれ	漏れる
もるー	モール
もれん	レモン
やるれ	やれる
ゆるれ	揺れる
よるわ	弱る
られわ	我ら
りれー	リレー
りろん	理論:論理
るるー	ルール
るれわ	割れる:割れる［底が〜］
れんー	レーン
ろんー	ローン
